SK_ID_CURR,AMT_INSTALMENT,AMT_PAYMENT,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT
101465,2135,1531,-361,-992
106194,4626,4896,-151,-845
103945,4289,4564,-270,-710
100694,4816,4578,-1489,-833
107013,3510,1458,-535,-830
101769,4759,4514,-805,-345
107593,4335,2754,-1372,-686
106427,1276,3951,-53,-698
105350,2843,2081,-673,-1165
102385,1575,4370,-1352,-1070
103637,3517,3978,-849,-1044
100064,561,1979,-1049,-279
107740,2436,4116,-723,-1482
102272,714,1668,-1497,-959
103778,4572,125,-303,-1010
104794,3959,1228,-245,-201
102427,4817,899,-543,-980
100428,2530,323,-660,-1041
103275,3315,2002,-377,-1373
106065,3709,724,-1184,-126
105915,4688,2726,-349,-452
101238,3569,1190,-700,-1197
100770,3689,3230,-679,-345
104616,3213,1907,-1206,-355
102108,1788,64,-602,-16
105443,4120,87,-1495,-716
103664,1164,3752,-1069,-728
104866,3852,1605,-948,-627
105886,4315,3088,-167,-1394
103966,2059,4424,-566,-1078
107520,1691,4472,-258,-898
102168,2677,3719,-548,-176
103103,2003,4035,-876,-521
103459,2110,191,-279,-1407
105497,119,3282,-713,-423
105585,3406,3451,-711,-1030
101831,3598,2601,-1064,-1084
107452,1297,3808,-566,-860
107140,1834,2584,-522,-751
103838,2428,4209,-1424,-621
103641,4879,2946,-451,-1273
107637,2535,4421,-726,-246
107800,4202,2407,-165,-513
101706,2796,2401,-1190,-942
104192,4779,3865,-904,-364
106216,4457,643,-298,-171
101302,3793,4007,-1156,-1024
100339,163,2509,-426,-138
104815,1179,4926,-906,-1208
102872,4298,2732,-587,-471
101829,1176,3100,-1000,-1407
106215,2296,1964,-55,-1412
103551,2654,359,-1460,-1376
103317,2221,2228,-1365,-1338
100315,4685,4941,-929,-405
100473,3735,3538,-1320,-477
103707,1251,1744,-1398,-868
105087,147,796,-1241,-963
107859,589,1199,-287,-852
105129,4040,2445,-973,-1134
104995,4080,2415,-55,-1350
106617,1827,54,-1330,-522
107734,4104,1105,-366,-138
103097,1982,1340,-626,-996
102047,999,462,-1209,-13
106970,4722,1972,-751,-957
103287,128,4869,-1116,-1378
102588,4452,2385,-734,-727
102580,2348,3843,-1199,-1464
102740,1944,808,-1473,-442
107492,2093,3189,-31,-1238
104851,914,733,-1342,-234
101899,2820,865,-926,-166
101830,4380,554,-866,-160
107317,853,2731,-549,-113
105642,1707,4454,-923,-764
103825,3599,1252,-964,-282
104784,3404,4628,-701,-956
103544,1572,4691,-1104,-585
105883,2118,2171,-275,-1057
101657,2880,1035,-1280,-1366
100842,2421,3697,-293,-91
102209,2551,2046,-898,-920
104768,1605,4698,-617,-1482
105383,1195,3104,-1042,-335
104945,3631,2077,-304,-787
102233,1429,659,-323,-1327
104473,474,4096,-1264,-969
101476,2243,1726,-438,-1372
104578,963,1850,-772,-1492
105297,2422,2695,-426,-47
107005,4377,1583,-1347,-390
100702,2299,3191,-1475,-242
102340,4654,481,-352,-300
103634,1041,4887,-492,-1293
106413,4735,2256,-504,-341
100565,4660,2011,-531,-94
100235,1976,4763,-265,-766
103422,1887,76,-1204,-824
106795,2361,2566,-1244,-446
107825,2683,3485,-538,-661
102752,3270,4699,-123,-127
103901,2201,1002,-750,-1092
106127,3017,4532,-47,-855
101803,4250,1478,-23,-110
100678,4155,2494,-201,-266
101808,1033,4232,-298,-1489
107690,1457,3418,-806,-1317
104590,261,4995,-747,-1447
103068,3034,4856,-326,-418
102750,4909,176,-76,-143
107321,3265,2796,-546,-1419
100835,571,4757,-863,-995
105944,4366,3717,-447,-1276
104091,1337,1102,-88,-764
100321,1265,898,-303,-531
106535,1351,4197,-1427,-1376
105853,400,114,-1459,-1273
105390,270,1250,-560,-1357
103995,2861,4672,-939,-950
104093,4682,1292,-333,-1202
101115,4004,2400,-63,-1334
105186,357,2599,-417,-799
103012,521,1770,-577,-139
101064,1076,1897,-287,-220
102849,4902,604,-636,-1190
107398,4056,1151,-1495,-1392
101094,2893,1597,-719,-736
103136,1547,4058,-1439,-352
101894,219,1358,-1459,-1142
102779,1558,2401,-834,-841
104721,4124,1271,-98,-1415
103314,3445,2532,-356,-112
106044,3308,2941,-443,-688
105900,1567,2607,-762,-645
102017,4953,2605,-1138,-943
105327,4924,4328,-1275,-750
103315,2278,143,-157,-1361
105162,3497,4194,-1480,-854
106785,2337,3878,-884,-598
103723,4522,2661,-1140,-122
103162,613,2105,-1352,-879
102674,3672,1786,-327,-93
100372,3943,709,-745,-759
103701,2014,4688,-1059,-712
106366,4962,1871,-1179,-989
101210,4847,3715,-712,-767
105937,1360,2697,-1304,-314
107214,3032,904,-147,-1015
105715,1778,4910,-1374,-1390
106623,2705,3265,-944,-789
100318,2690,1996,-1041,-138
105508,1486,4394,-1279,-1096
102176,4646,2203,-918,-658
100827,1355,4136,-1472,-832
101459,2755,2564,-811,-355
105336,2587,483,-202,-213
107795,1844,1782,-331,-715
105667,2368,2520,-970,-97
101480,207,4143,-927,-375
100027,4314,1063,-274,-1000
103124,4215,2066,-1358,-1400
106976,2279,127,-777,-1390
104207,4032,4705,-724,-673
106067,1438,2170,-1382,-772
100711,1746,3578,-25,-405
103713,3178,253,-1082,-24
107418,4725,825,-1451,-1167
100217,4558,754,-1331,-395
100269,3323,1598,-267,-129
103523,2170,2338,-917,-36
102956,1940,3890,-836,-911
106625,3984,2327,-93,-449
106302,2249,1731,-359,-881
101241,1037,650,-639,-1019
101569,115,2744,-818,-1293
100553,3799,751,-932,-1320
105100,4772,1994,-496,-857
102276,1481,3275,-9,-935
102251,1442,3498,-1337,-1313
105531,1397,1537,-1032,-1475
107576,593,838,-701,-1243
100426,457,1294,-733,-46
100799,4794,2086,-997,-131
102157,3101,1907,-276,-527
106007,561,4129,-326,-562
100591,2355,3856,-1412,-1364
101857,937,4372,-521,-1366
101117,2055,2784,-807,-921
101335,4365,3455,-314,-120
104023,940,2476,-1422,-611
102976,3363,604,-696,-1253
100235,3357,3146,-513,-896
107668,346,2479,-1300,-45
107756,1529,3532,-589,-1367
107390,2996,3867,-703,-1280
100982,1420,2307,-352,-350
101968,4268,2485,-1377,-77
102084,2582,3177,-182,-410
103468,1193,3270,-1091,-871
107326,3657,2276,-1346,-1038
100175,659,3508,-372,-368
103471,2955,1312,-500,-1295
104868,3266,4816,-213,-533
104678,672,809,-950,-175
106819,369,82,-127,-941
105222,4484,2237,-489,-1477
100193,1279,4537,-408,-841
105751,1798,4086,-51,-480
105484,1747,4871,-1048,-865
104338,1995,1051,-1110,-385
104235,2327,4036,-956,-468
101144,1484,2750,-352,-324
104429,2125,1650,-825,-308
104992,4581,996,-436,-910
104993,3339,4533,-1480,-1013
103149,1280,2774,-545,-999
102447,537,1394,-726,-1187
102541,3825,2364,-974,-478
106362,1820,4616,-1404,-1040
106605,3323,2384,-1273,-1157
102380,114,2841,-662,-1012
106117,3652,4740,-1210,-58
101093,3089,333,-325,-35
107790,1551,1520,-194,-1462
104706,936,4177,-469,-823
104547,192,483,-1007,-559
103302,3274,1146,-1470,-556
105194,4930,1544,-1238,-706
106629,2924,1506,-297,-178
106972,3830,663,-321,-232
103165,894,3583,-385,-1001
107720,1479,3140,-1339,-934
100776,3130,4330,-1135,-11
102079,2235,459,-1208,-140
104972,2046,1665,-233,-717
104904,4081,2153,-702,-1345
101509,3248,3957,-806,-1112
102327,3579,1650,-968,-340
101239,3920,1024,-342,-477
100942,4509,4437,-948,-8
100227,4726,4256,-919,-837
107548,490,2029,-96,-573
104376,1711,1316,-1085,-1135
102460,978,1369,-660,-21
102236,3446,4455,-189,-1145
103348,286,2159,-997,-1176
103866,1480,850,-260,-1174
107457,3408,3909,-571,-805
102687,4516,3279,-241,-1219
105157,1706,3851,-92,-695
105104,4314,3440,-325,-1235
100912,2649,1395,-1224,-1292
100581,1613,1262,-394,-1405
106465,4319,1945,-124,-55
101419,3647,1872,-1375,-947
107137,1796,570,-867,-461
104030,2248,4946,-1409,-638
107787,565,1665,-1341,-166
105874,4451,3264,-474,-250
105908,4174,4486,-272,-177
107086,4534,1209,-202,-1205
102830,4365,1972,-1034,-49
100845,4495,805,-790,-1295
101750,777,1605,-1441,-287
105057,4279,3894,-490,-1065
106371,3440,3309,-909,-1285
104046,1073,3543,-952,-152
103611,4506,1034,-1177,-575
105995,261,1668,-560,-487
101604,533,4973,-593,-662
106703,4824,4312,-658,-481
102675,3681,2030,-1220,-609
106294,2673,1409,-1391,-1476
107453,2349,4552,-259,-651
102155,3875,86,-359,-1151
100959,1055,4948,-1273,-693
100271,4658,4621,-419,-185
101054,4093,4832,-45,-265
106559,2543,4158,-1454,-697
102481,2351,4089,-112,-566
106067,3670,3779,-27,-65
107657,3882,3570,-494,-1192
107364,506,3771,-125,-535
103224,1783,493,-242,-269
105339,3817,684,-1008,-373
105378,4111,2694,-312,-354
100451,4015,992,-1307,-249
101451,3896,4850,-242,-637
105311,1630,4352,-606,-1248
103974,4470,3835,-769,-431
106965,4886,3772,-524,-375
107104,2709,1831,-1272,-927
101678,1083,140,-416,-1231
103862,1034,3244,-256,-929
105711,436,4596,-1157,-35
100501,1418,3321,-728,-1210
102937,1895,3463,-1036,-1006
106163,3183,2484,-1071,-662
107733,502,3773,-1107,-296
106156,4159,1654,-108,-666
105485,3343,771,-188,-999
103922,657,1526,-215,-225
103725,1473,3966,-1257,-337
103513,2747,4982,-1483,-1296
100210,3704,718,-1223,-340
100219,2493,1794,-1481,-98
101471,101,4309,-1050,-210
107398,3758,4570,-1420,-982
103127,4493,1742,-885,-601
105919,437,1819,-245,-765
105526,3028,3546,-661,-1160
103139,4953,3450,-1467,-1020
102926,574,4181,-829,-1468
102994,2544,1951,-455,-736
105649,3291,4472,-1318,-1037
105096,2626,3063,-1343,-1238
105085,361,1895,-843,-466
105591,2482,3978,-397,-819
104589,4974,1767,-273,-480
103758,2975,1477,-795,-279
106305,2436,1301,-962,-602
101351,1187,1492,-893,-612
105635,890,2490,-1159,-681
106783,1065,3385,-894,-198
101948,539,63,-457,-1329
103117,291,928,-947,-20
102607,3925,509,-546,-545
101491,4189,3193,-1257,-1352
105725,772,1754,-691,-913
102597,2435,4387,-468,-554
101560,4943,3625,-1465,-1258
104781,2153,699,-581,-423
105597,1397,805,-931,-1307
102569,546,3771,-1023,-190
101011,3664,3763,-408,-918
100109,1939,678,-1214,-944
101393,2993,4658,-708,-472
100401,3937,3176,-1032,-658
103211,2699,2216,-231,-281
102890,2827,4371,-703,-983
101127,2336,700,-977,-503
102580,3820,2884,-874,-1132
104394,218,2674,-1100,-1130
102480,4820,951,-611,-1072
101242,3615,72,-596,-924
100091,4438,3242,-762,-1264
101334,581,1905,-1343,-472
101403,1512,689,-657,-611
100952,2145,2167,-863,-73
100354,4302,2049,-587,-149
100900,2157,3602,-33,-895
101655,3620,2760,-170,-1307
102976,4834,3246,-1243,-1177
104821,1481,264,-470,-427
104283,1915,2997,-1147,-1068
106590,2855,4411,-214,-926
103123,4834,1195,-1155,-1483
104752,4430,2926,-754,-773
107611,4999,4583,-766,-1259
107277,4247,166,-336,-941
103099,3795,512,-270,-1087
101877,4111,4244,-484,-166
100602,1678,3496,-475,-21
101063,205,4006,-478,-31
102115,2495,3605,-1050,-235
100616,2740,723,-1145,-83
107577,2688,2064,-542,-125
100872,1699,843,-1456,-970
100554,945,4348,-1025,-1350
106384,4718,3378,-1238,-178
105760,2003,1847,-387,-351
103036,1587,222,-1198,-230
105188,3987,1114,-893,-158
102733,1808,4070,-1125,-982
107176,2101,208,-386,-104
104879,4294,1738,-1160,-1264
106537,405,683,-985,-1005
100968,1446,1987,-892,-609
100932,4897,1574,-1449,-1208
107560,388,1539,-1444,-916
100319,4124,1721,-140,-743
100267,1869,824,-189,-914
104077,3496,3640,-1347,-971
106340,3657,939,-902,-1370
107195,2525,1148,-932,-149
106719,4085,4478,-1471,-640
102033,775,1121,-1098,-213
104596,685,1459,-1445,-1157
106563,4891,3766,-1034,-666
107014,3713,1859,-460,-1417
103054,1702,1288,-707,-781
101466,3227,3843,-1025,-1239
103740,690,2949,-30,-734
105242,1542,1534,-585,-325
101274,2072,3053,-629,-715
103380,2390,2511,-46,-1370
103673,2594,1455,-1208,-952
107111,3167,1062,-1084,-1351
103774,4186,4453,-919,-1100
104230,998,1108,-1489,-1373
101378,548,3948,-104,-636
107113,1668,4232,-1338,-596
101633,2137,651,-497,-1351
101028,545,321,-276,-259
102507,3239,2122,-1162,-1440
100904,3059,339,-1421,-852
103669,3519,4010,-895,-1055
106861,2228,3952,-957,-644
103906,3225,4514,-665,-892
106027,4680,3729,-945,-1278
104276,4132,751,-1477,-903
101375,3502,3678,-361,-1143
100587,2487,247,-174,-1176
107317,2293,3345,-1365,-146
105853,4401,1993,-204,-1477
106979,1607,3140,-1391,-524
103016,700,1580,-126,-341
106857,3891,4825,-182,-575
102195,2621,1624,-1295,-618
102427,1800,602,-439,-915
106245,4287,3626,-1496,-356
101345,4915,2228,-815,-566
104016,3724,2683,-363,-419
102052,1525,2425,-666,-256
100025,1780,1423,-766,-1392
101873,2972,4075,-295,-1414
101910,4867,2728,-1019,-516
105788,1596,2278,-1107,-923
100898,1012,1291,-343,-828
100699,1317,1316,-1274,-791
103823,645,3914,-827,-846
105356,2559,1360,-1006,-1433
100333,4462,333,-760,-455
107685,2437,1069,-1245,-711
105852,4318,1094,-1136,-492
107581,723,4101,-1348,-915
105565,597,2223,-222,-248
100939,3108,2945,-1291,-105
100857,1103,522,-813,-783
105404,3018,2868,-1324,-1088
103841,413,1552,-868,-1039
101136,2286,4891,-616,-198
100605,4164,1408,-1233,-616
107172,2331,230,-712,-941
104548,3436,469,-1118,-1086
105125,2159,3736,-918,-753
101844,512,4969,-994,-541
100798,114,236,-695,-837
106244,2675,92,-181,-619
105022,3749,2723,-1044,-228
106497,1646,2833,-621,-548
106997,2568,425,-1461,-1027
104011,1153,4466,-1008,-1191
101889,1236,4808,-1197,-737
102619,1470,4338,-870,-497
103522,247,3316,-1066,-179
103148,1073,1932,-258,-944
103147,795,611,-1019,-196
101273,585,2962,-721,-1259
100504,2157,1717,-414,-1459
106523,3633,1184,-1218,-46
106262,4948,4222,-889,-279
106476,1638,4212,-818,-738
102926,1330,4535,-1434,-635
106497,3235,474,-927,-455
100762,4826,3202,-1470,-734
102266,3053,2690,-1356,-865
105727,286,2426,-341,-1240
102786,2685,888,-546,-208
100003,2664,2182,-1438,-1284
106765,1611,4932,-772,-925
102954,2985,4334,-989,-684
105953,4002,979,-1006,-202
105913,4349,3856,-769,-880
102827,1420,3112,-625,-508
104745,4687,1920,-657,-263
103726,587,3870,-1382,-98
102208,2559,3436,-537,-1348
107309,2990,4701,-622,-786
104463,4693,4673,-845,-615
102285,2026,3176,-1173,-1157
107803,4482,1235,-183,-12
103928,2952,3130,-27,-503
105420,3235,390,-796,-1046
100972,2857,568,-1315,-161
106318,2930,4784,-642,-555
103257,1300,4050,-314,-853
106715,2005,4039,-1333,-915
105716,2143,1818,-787,-206
103567,651,3989,-1022,-177
105336,1947,1652,-1321,-749
105425,2925,2058,-1190,-163
104557,2879,2148,-811,-1273
105876,3131,4108,-778,-26
103202,3631,1615,-351,-576
103211,378,4650,-1113,-1067
101097,278,4006,-1028,-757
104740,832,412,-1249,-871
101087,2499,1215,-1314,-563
104802,4603,1507,-793,-990
106333,2268,4602,-1050,-570
101845,4107,2299,-638,-540
100857,3458,4516,-941,-252
107449,3541,4485,-1398,-957
102035,839,1101,-1478,-352
101244,4596,3467,-1254,-112
103391,2637,2827,-298,-1074
101064,2824,858,-1016,-933
100007,695,3174,-266,-1294
105791,744,734,-1321,-799
104194,3730,1521,-990,-16
105137,208,3367,-1328,-510
106793,537,2557,-1074,-48
106811,207,2459,-996,-385
104727,3537,3193,-153,-619
105505,4529,1668,-1117,-1487
104298,569,181,-581,-381
102185,4137,3644,-1024,-717
102439,3797,2331,-1071,-1044
105021,4231,3930,-1289,-547
106964,3476,2831,-7,-286
105574,504,2204,-412,-467
101852,4603,835,-220,-441
105979,4430,3137,-388,-683
107706,3904,3221,-1220,-1377
105558,4672,3857,-869,-1134
102773,1892,2432,-611,-601
105094,3264,4939,-1293,-1259
103015,4027,4400,-746,-534
104579,3611,3709,-115,-53
102577,4529,1502,-649,-522
107343,3621,303,-353,-319
106878,2332,610,-710,-536
103916,1178,3292,-1454,-1489
101974,4321,2201,-53,-1169
106156,896,2799,-196,-255
101497,1992,2922,-980,-466
102379,3696,2627,-1449,-891
100444,2443,598,-377,-1498
101642,1852,3601,-332,-65
105646,231,4246,-869,-198
107098,3966,696,-904,-1349
100252,2546,4306,-183,-302
105596,1837,3800,-581,-1270
102915,3542,4094,-381,-373
104929,3441,1807,-1293,-945
104559,2618,3915,-283,-706
106651,3212,1633,-393,-89
102983,537,4480,-1426,-1197
104730,537,3204,-1081,-643
105943,1589,745,-1023,-1077
106778,2285,4257,-966,-1450
107479,536,1910,-69,-384
100480,2390,1220,-443,-45
104633,2523,2364,-484,-314
101946,468,105,-518,-687
105517,1155,2188,-1288,-365
104287,3851,310,-548,-613
106294,3799,1971,-592,-452
101256,847,2030,-692,-91
104889,122,1086,-104,-1489
102872,714,3086,-100,-160
106769,1923,2298,-62,-632
107372,3827,2833,-163,-163
102894,4544,269,-1123,-809
105774,1357,4104,-1016,-70
106421,2705,4161,-1465,-643
104129,3742,2600,-530,-1025
105395,150,1715,-663,-412
100131,960,344,-932,-846
103064,4338,4056,-73,-289
105786,3020,4111,-162,-865
107649,2607,4703,-894,-947
102208,1829,3792,-1298,-681
107874,2063,2638,-300,-867
104100,3407,1099,-989,-503
106107,1563,443,-1021,-866
105476,1546,3611,-888,-1477
105620,156,629,-1246,-950
106814,4785,3362,-1346,-657
106561,3026,715,-601,-327
102731,2562,2810,-1239,-620
106002,4533,3216,-1141,-1074
106536,2970,2310,-321,-357
103984,2794,1430,-630,-395
103657,4185,4781,-723,-1361
107413,4907,3856,-209,-1322
103239,4803,1666,-411,-564
107620,4595,51,-437,-227
100515,115,4673,-200,-1065
106838,2503,1613,-1033,-240
103545,1849,2089,-1209,-181
103146,573,3035,-831,-946
102167,3108,2171,-1190,-1358
101064,1650,319,-816,-1130
101275,1795,3336,-968,-677
105373,3401,4366,-1060,-244
101219,2391,3281,-278,-28
105127,1643,3805,-125,-777
103530,1928,3928,-242,-1059
106243,3067,3002,-958,-493
106065,1347,2436,-942,-747
101522,3258,4203,-320,-663
107257,233,1389,-664,-198
107865,2515,1120,-52,-735
107555,1508,750,-576,-531
101625,4186,3072,-329,-970
105131,3567,4876,-747,-1115
101937,3184,3762,-276,-788
105460,1781,4542,-556,-1235
100516,1100,2171,-1469,-226
100859,1641,130,-1014,-263
103180,2581,2057,-1363,-1382
101274,4345,569,-1198,-1440
101623,2058,2142,-1233,-128
101432,2668,1726,-1208,-1300
102861,1939,992,-634,-704
104115,3295,2334,-977,-551
104108,902,1155,-522,-236
107444,2365,3052,-1185,-1065
104900,2055,2538,-1239,-805
102016,1973,1196,-1296,-7
102323,1592,3681,-375,-633
101962,819,2035,-431,-1173
102380,2722,1073,-1157,-1435
102428,2888,4617,-760,-134
107547,4885,447,-736,-952
106787,4111,4732,-55,-187
101382,160,583,-229,-1242
102713,3098,3808,-396,-1242
101154,4864,3683,-237,-1219
101219,2930,3488,-1171,-1021
101194,4130,925,-882,-185
107004,3675,3468,-452,-893
105012,2288,4669,-163,-1313
103060,1610,1233,-803,-270
103399,4346,4397,-121,-883
105693,1128,543,-1028,-703
103186,4833,3108,-1344,-906
101983,1651,1942,-1422,-1209
107376,3574,2674,-268,-639
104099,642,785,-1074,-1221
104521,1773,163,-437,-901
106547,1875,699,-98,-1207
105729,631,1722,-291,-1357
105394,4014,1860,-288,-1185
100769,3303,2328,-1058,-1302
100376,2983,3443,-893,-625
100519,2764,3874,-409,-37
103947,4884,445,-1117,-1209
100618,4751,2186,-1455,-596
104580,3796,93,-1020,-997
104953,3848,1362,-1479,-386
106051,4659,987,-250,-483
100866,1458,1165,-250,-1030
100486,3245,3078,-1049,-666
100838,4228,1340,-66,-733
104309,216,3164,-1347,-1358
101333,4481,2981,-1230,-194
101553,2806,2138,-383,-89
100537,4030,3224,-704,-508
101335,1248,4200,-278,-20
105825,3603,2850,-539,-1064
106289,296,3011,-414,-1310
100527,2884,3944,-352,-46
103885,4426,3578,-616,-798
101726,4407,1556,-1350,-1257
101847,1389,816,-620,-1336
100958,3033,4984,-1443,-1432
103206,4945,2939,-1024,-631
102677,2238,4318,-506,-1025
106051,263,1085,-1167,-649
105707,3659,4457,-754,-668
107444,2046,3239,-706,-845
101741,3875,2639,-1184,-620
104718,3663,724,-20,-1434
101173,175,2770,-836,-1424
100767,100,3942,-1253,-1042
102514,2448,860,-966,-493
101666,1582,4551,-115,-938
105127,2460,2559,-609,-830
107684,3904,4058,-1011,-677
106858,2506,3003,-777,-1214
104789,2947,4576,-550,-384
106671,4370,3456,-970,-1199
103198,1320,1269,-312,-380
106739,4487,3456,-231,-96
102159,514,2460,-1475,-1122
101847,4901,3740,-1033,-1340
105869,4888,4479,-1415,-1209
106371,4970,4328,-1415,-1315
105037,2579,150,-333,-358
103721,375,3911,-977,-272
105037,3044,3264,-321,-826
104879,3963,4521,-302,-1066
105737,3173,623,-822,-594
107563,4615,3018,-688,-339
100518,3715,4703,-814,-57
104704,3582,835,-1182,-982
104900,1179,1739,-1387,-1176
105465,3441,360,-85,-1037
104296,2527,3460,-525,-931
105903,2989,4032,-469,-207
100287,2204,1372,-1323,-920
101908,140,2022,-1152,-663
102481,4543,562,-75,-628
104449,3314,882,-229,-322
104219,4236,4020,-982,-1323
103729,3457,125,-280,-191
102302,1776,3244,-1346,-11
100411,3201,2623,-860,-95
103855,2178,1360,-757,-568
102381,4441,3869,-1009,-1005
107874,3032,432,-812,-779
101107,1330,784,-1078,-561
100026,3956,2205,-438,-1198
104818,972,2707,-476,-1184
104290,4293,4948,-180,-11
106065,3244,2545,-505,-711
106855,4354,3858,-582,-1378
104197,1653,4907,-202,-819
101209,3867,2686,-503,-1420
102981,2256,3135,-1334,-1453
104466,4893,4614,-552,-198
106361,945,636,-363,-271
105275,562,4091,-413,-1027
100444,938,4134,-1188,-106
102750,3436,4523,-1052,-1204
103416,1011,2599,-545,-563
107220,2516,3278,-696,-343
105975,662,3286,-676,-1106
107277,1602,443,-1483,-1199
102078,2748,4061,-164,-566
106754,2396,1398,-516,-642
107706,4346,170,-822,-157
107137,438,1576,-32,-1285
105925,1499,2612,-1183,-950
107233,2846,1328,-1498,-472
105550,382,3887,-1230,-818
105533,3901,542,-956,-1142
105438,656,3719,-1224,-1459
102831,203,3168,-1103,-1097
106838,866,546,-285,-1143
104338,2417,3814,-428,-24
104071,285,995,-601,-904
104892,531,1984,-881,-1058
105359,1655,1041,-1417,-33
103110,2191,3949,-1304,-296
101075,676,4059,-1019,-1373
104105,3552,2996,-1310,-94
107192,3624,1701,-712,-1247
107071,2964,4558,-1112,-1270
102860,4635,4972,-1153,-621
105902,2725,2190,-1263,-295
107654,2220,4027,-624,-1266
103392,1715,1196,-874,-308
100982,1007,3071,-53,-416
102630,2892,4963,-1015,-361
105596,4686,482,-270,-779
101279,4326,3351,-1189,-737
106093,1142,3092,-531,-242
101299,4831,4214,-354,-1394
102566,3649,4223,-943,-1400
106859,3633,540,-851,-709
104379,898,995,-102,-919
103330,1709,3971,-628,-269
105519,2755,108,-509,-95
104384,2030,2777,-1420,-199
101623,4661,3919,-1008,-1214
107311,4937,1723,-481,-674
100174,452,270,-902,-433
100752,4954,3612,-936,-892
102321,578,2152,-1203,-421
102746,182,3036,-423,-308
103475,522,476,-114,-694
100684,2888,3091,-1462,-281
102354,2127,873,-615,-1187
101819,1619,1102,-981,-807
105256,3614,4911,-293,-665
107101,1548,333,-1081,-1350
100077,4451,3316,-317,-1316
101555,3265,807,-200,-1090
106413,180,2444,-1372,-868
104229,809,3156,-1404,-619
101200,1934,685,-509,-371
103185,319,1976,-1439,-1095
105418,966,1019,-275,-1057
100347,254,3659,-987,-966
100198,2178,4609,-632,-1225
101837,4024,1214,-726,-449
106521,556,642,-848,-1081
103224,361,1659,-1005,-566
104358,1350,1577,-33,-317
105425,3552,3909,-662,-985
106572,1466,2245,-996,-459
102493,4282,3540,-635,-90
105448,3535,3137,-126,-1052
100980,4638,4032,-29,-717
107177,143,1914,-239,-793
101782,2449,109,-957,-223
103909,3452,855,-983,-302
104716,466,3549,-1291,-258
102684,284,1939,-667,-1135
101337,1090,4037,-148,-456
107016,1386,1425,-1213,-565
104859,4309,2578,-1259,-1366
104619,649,553,-1432,-128
102104,4226,2988,-224,-863
104848,3314,4998,-720,-559
100555,3905,281,-396,-1030
100497,1331,787,-990,-251
104338,2091,351,-669,-346
105173,4453,134,-165,-491
104259,1751,2830,-691,-920
107188,4430,1836,-189,-802
100580,3571,4148,-1128,-1346
100827,1780,78,-935,-715
101166,3350,3582,-332,-19
102683,4159,288,-1229,-197
106453,3419,3285,-1167,-1022
100383,4673,1199,-553,-1088
107206,1471,2487,-1381,-824
101720,1372,2851,-884,-261
100893,4829,1664,-1396,-204
106069,2814,2829,-746,-813
103857,772,2520,-537,-81
106889,3503,2877,-307,-614
103685,2127,4965,-611,-717
105126,4378,2253,-955,-915
107662,2124,1412,-524,-704
102840,4098,1824,-365,-548
101210,1821,224,-1106,-1002
103503,3101,3166,-790,-1482
101850,4267,1041,-190,-1088
104775,3701,266,-276,-546
100491,4399,1181,-513,-1256
103877,2468,4408,-100,-539
103805,2005,537,-494,-1423
104218,3962,2748,-442,-143
101732,1895,2825,-538,-1037
105272,2641,1384,-1171,-3
106488,4874,1352,-1213,-649
100069,2508,3852,-84,-593
102979,4130,4141,-666,-752
101764,409,2781,-1496,-898
100761,278,959,-722,-323
107311,2647,4351,-118,-773
105962,2925,2147,-467,-459
102478,2221,2714,-182,-1188
102471,4198,2229,-367,-598
106401,2050,4541,-1425,-1250
103233,1609,3893,-996,-1395
105727,467,3105,-661,-553
107684,1500,1243,-329,-1008
101098,544,441,-1032,-1010
104830,1322,4505,-233,-1066
102562,2150,4510,-1133,-1491
102593,4474,2959,-224,-83
103517,1357,3456,-1100,-21
101792,776,3012,-875,-168
106543,1167,2736,-1120,-37
104521,4379,4688,-64,-160
104125,1149,4314,-564,-1456
105640,1176,727,-1219,-1415
102793,2473,3764,-414,-1308
103046,420,4328,-179,-799
106289,3737,2744,-1150,-481
103740,1887,2559,-988,-242
106868,1933,1344,-100,-1408
104930,1712,2004,-300,-1149
102960,4900,3890,-454,-808
102358,3172,1311,-670,-754
101736,4522,4142,-1204,-752
102498,1795,1743,-293,-1468
106279,1744,3318,-340,-311
103575,192,4439,-1001,-702
103643,4582,4258,-981,-834
100648,1485,4156,-1266,-1260
100275,2053,4500,-355,-722
101766,2587,2064,-384,-1230
103679,4429,4105,-893,-940
107320,3031,2372,-586,-527
106149,2942,3618,-480,-443
105134,1208,1188,-182,-910
100336,3823,4204,-1309,-761
102019,1542,3628,-828,-1216
107513,4083,126,-1182,-547
105451,127,1327,-120,-824
101918,2610,1092,-1247,-862
104335,964,728,-100,-363
104998,4603,2826,-1215,-1228
101758,1073,2387,-286,-638
102336,4227,377,-270,-631
102050,3692,4517,-576,-428
106687,1867,3168,-67,-1156
100115,3032,2729,-1207,-490
100052,452,3570,-3,-1198
103305,3323,403,-20,-1053
101266,3767,3452,-1210,-40
102012,4710,210,-1449,-1021
106107,4140,3799,-477,-1465
105739,994,1090,-1389,-347
100214,3741,2514,-1382,-788
106453,153,2054,-722,-804
103372,2004,101,-1416,-510
104057,3882,207,-1451,-273
103536,2424,1781,-119,-284
107654,640,3496,-1406,-73
105965,1448,2020,-1331,-1264
101548,2522,2230,-7,-581
