SK_ID_CURR,DAYS_BIRTH,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_EMPLOYED,SCORE,TARGET
104597,-19449,9156,170607,4221,-3884,0.9389010626383117,1
104598,-11049,1722,323868,1349,-14507,0.9049180085834713,1
104599,-9222,18048,259578,3858,-959,0.8937002702759119,1
104600,-13736,12349,458351,276,-11752,0.8551817034738625,1
104601,-19531,16654,31560,1564,-11644,0.35769486786178684,0
104602,-19805,13749,27968,968,-14174,0.4155820217367439,0
104603,-9867,1445,188846,506,-1441,0.9175122558007369,1
104604,-20533,10382,8223,2907,-3740,0.27241948913203207,0
104605,-13209,2751,136789,981,-13074,0.8647504722118132,1
104606,-7952,1017,467930,2859,-4409,1.0649273298011714,1
104607,-16799,3589,120167,2031,-2056,0.8088529781881978,1
104608,-20230,11964,335124,2427,-10119,0.8714060361433106,1
104609,-25339,2198,391375,3776,-5182,0.9332629146542012,1
104610,-18453,16306,305731,1995,-9539,0.8575066341718638,1
104611,-14066,12914,40820,240,-1032,0.5539028872120886,0
104612,-7752,9456,310623,2982,-2990,0.9586915495378587,1
104613,-10954,7703,491881,2641,-4170,0.9071937458091786,1
104614,-17946,7845,24185,4059,-8621,0.617632744527186,0
104615,-16198,17978,244792,2960,-14469,0.8681727498550615,1
104616,-8650,10500,413330,4016,-11536,0.9268361353137088,1
104617,-16879,18208,348662,1370,-9985,0.7765920044534731,0
104618,-18233,15125,166301,2276,-13595,0.8280698458199212,1
104619,-10933,2357,162643,133,-6346,0.7714945214572855,0
104620,-13790,16155,235714,658,-14468,0.8100953213293378,1
104621,-14573,16293,178867,624,-6631,0.8381769351359472,1
104622,-21844,9089,10365,821,-10052,0.18782410099114522,0
104623,-18028,2292,314801,4177,-11174,0.9443070049583948,1
104624,-17605,17449,489368,3124,-6372,0.8028369467824793,1
104625,-8186,19179,77859,3449,-10039,0.6930058385759085,0
104626,-9255,1531,220063,4670,-8537,1.0593941889407552,1
104627,-25467,14199,58515,819,-13989,0.6744950054923302,0
104628,-19000,12748,152661,3728,-11369,0.9113530326196057,1
104629,-11587,10024,46836,1739,-7194,0.8335898708734009,1
104630,-9515,3367,29307,2108,-7612,0.8461509094698781,1
104631,-10840,6057,124085,3987,-6716,0.9418048409365403,1
104632,-22505,6283,136982,4230,-11874,0.9138675897767018,1
104633,-23510,3628,225447,1427,-10956,0.8484660255449745,1
104634,-16840,18414,4215,2889,-12836,0.13559143687100655,0
104635,-24987,10438,161087,4272,-9430,0.8513158984657708,1
104636,-9931,3426,339964,375,-7962,0.8185340300750393,1
104637,-11550,1790,290785,3937,-9643,1.0127901489662972,1
104638,-23194,18781,482170,364,-10610,0.8373845057100633,1
104639,-9447,18962,395541,1485,-9323,0.772229186292941,0
104640,-19016,8288,51837,2021,-7351,0.7964311202819362,0
104641,-19036,8572,372230,4366,-9584,0.9314169947492547,1
104642,-24938,15654,353666,1732,-3693,0.8358231365560682,1
104643,-22132,15480,423647,2497,-5221,0.9158461821088018,1
104644,-23040,14367,6519,2125,-4309,0.09492098109911076,0
104645,-8025,17636,308599,3383,-8618,0.9352157999152253,1
104646,-15997,10995,470492,4589,-788,0.9152666464911127,1
104647,-9964,8799,221439,3921,-592,0.9342450201587909,1
104648,-10669,12938,450967,415,-718,0.8061389254740194,1
104649,-24780,7413,190749,309,-13387,0.8602994401796776,1
104650,-11539,15102,68655,3603,-10886,0.7189957616490241,0
104651,-9308,12543,402813,3264,-9353,0.9024312064339413,1
104652,-15942,9527,378179,321,-12272,0.8545413436473681,1
104653,-20078,14166,190788,2497,-11592,0.8690022656551056,1
104654,-11447,12811,177970,2697,-13131,0.838841117760157,1
104655,-13449,9062,262150,2957,-1355,0.9015740061213572,1
104656,-9574,3998,461274,1219,-5945,0.8334860689095158,1
104657,-16520,16450,41336,449,-2478,0.4717405177517706,0
104658,-15907,19231,486984,1484,-6882,0.7862426195870089,0
104659,-22010,6037,378150,200,-2073,0.8913940465244995,1
104660,-13066,6402,247687,2730,-13678,0.9197864314953093,1
104661,-11184,16335,81261,4643,-3588,0.8199090210572662,1
104662,-17806,2056,357240,3572,-12137,1.0525214122753221,1
104663,-7529,9003,465824,3306,-1379,0.9750924732763864,1
104664,-8511,18036,62452,3008,-13148,0.7227284072166881,0
104665,-18155,5303,496851,2276,-10795,0.7992372846968745,0
104666,-23258,13551,270731,2662,-11055,0.7701603720417035,0
104667,-11115,11511,326929,275,-5179,0.8757227310751194,1
104668,-11031,14709,31787,3490,-12941,0.4203273220461531,0
104669,-17337,2849,234984,3187,-2758,0.9899104198146537,1
104670,-9234,7269,156462,4043,-13296,0.8139761275394519,1
104671,-17016,10073,150114,1470,-2371,0.7711237613845645,0
104672,-18115,12750,89978,4891,-1790,0.8911698944985226,1
104673,-16832,18255,400212,4683,-5981,0.834639397250244,1
104674,-15079,6864,93409,2599,-8748,0.9234122132918102,1
104675,-14144,13117,55637,2665,-12487,0.7572270133727091,0
104676,-13759,14580,86580,1619,-10405,0.8238317376228653,1
104677,-17628,1967,375544,4120,-6510,1.0062391798060615,1
104678,-19362,5068,463678,283,-5952,0.8753307244194239,1
104679,-25373,6076,463896,4442,-5583,0.9138120935797337,1
104680,-18374,2038,200565,3719,-11070,1.0170611674304115,1
104681,-23835,2906,239904,2448,-4034,0.8355060721382657,1
104682,-18454,15720,85292,1708,-7927,0.7789653774758657,0
104683,-19146,10893,272215,277,-2966,0.7744781656866239,0
104684,-16623,11125,226514,3972,-9551,0.8183702866036501,1
104685,-24282,11709,419782,2245,-11826,0.8877788431168699,1
104686,-19940,11473,221165,2744,-8204,0.8570344852265328,1
104687,-10276,13219,195192,1322,-2228,0.7912074522245166,0
104688,-21152,5153,394774,779,-12520,0.8884106389967016,1
104689,-19179,3385,479175,3210,-2954,0.9369731142701244,1
104690,-8005,1784,374985,1835,-514,1.0946535219481617,1
104691,-14806,7848,204499,326,-11651,0.8655835346413989,1
104692,-22690,19828,44751,2811,-9013,0.4364505509265474,0
104693,-22105,11630,338898,1065,-12484,0.781698735507773,0
104694,-17034,7846,459499,2517,-4200,0.7885878067447389,0
104695,-23102,19323,127649,4898,-11869,0.7897797275419185,0
104696,-23690,4911,479447,4339,-11832,0.9727496826798314,1
104697,-23311,4841,121263,2705,-3447,0.9557060289167132,1
104698,-23331,10205,91822,4322,-722,0.9865051372507341,1
104699,-19438,6394,80294,2008,-316,0.86087702186277,1
104700,-17581,5861,217365,2167,-11598,0.8564733540665835,1
104701,-21084,18084,60434,2047,-13494,0.6605015550666421,0
104702,-15039,15567,114712,811,-765,0.7592971050531975,0
104703,-16962,12897,134675,4710,-9811,0.8934764530613847,1
104704,-7491,12390,120331,3946,-11394,0.919788230229626,1
104705,-23908,11651,179039,1529,-3685,0.8169191542460046,1
104706,-21575,17482,273405,2433,-2083,0.8526475243187136,1
104707,-7325,1647,285862,2433,-13583,1.0333294373409287,1
104708,-24700,7895,214746,2670,-406,0.9334666601534745,1
104709,-23116,4159,469279,1154,-2517,0.9033767114718482,1
104710,-9675,13077,231319,4220,-8884,0.9130553886755889,1
104711,-13614,5094,419999,1496,-13281,0.8514075152212983,1
104712,-8873,1998,202620,2893,-4345,1.0629621257522146,1
104713,-13241,15284,233639,3073,-6502,0.7935713855613025,0
104714,-11534,8938,244411,2480,-6649,0.8360214798876929,1
104715,-18875,10118,268373,1070,-318,0.8926148961966056,1
104716,-20138,10573,389711,686,-13749,0.8663035677104669,1
104717,-11836,11454,307984,2116,-13381,0.8179159561905988,1
104718,-22178,9189,111604,1625,-6944,0.8339844763421927,1
104719,-9187,15387,104901,1093,-1733,0.8568887227351193,1
104720,-14317,8250,240103,648,-895,0.8277126203613977,1
104721,-8339,3562,442192,4383,-7900,0.9595911175653113,1
104722,-14421,6704,411486,2522,-5345,0.8347615613922891,1
104723,-8449,3337,128123,250,-11569,0.8748266859277533,1
104724,-10492,16430,60045,259,-8163,0.6927773100374286,0
104725,-10659,7841,313995,4229,-7761,0.8600358548166316,1
104726,-9749,15582,473795,1493,-7481,0.8417010082186496,1
104727,-15392,1785,103891,1777,-1015,0.8543570673729104,1
104728,-20725,9185,178932,1373,-8653,0.9135596626385014,1
104729,-19462,3528,238377,3059,-4080,0.8709848597180434,1
104730,-25437,16821,255731,4107,-10770,0.891314791659893,1
104731,-18302,15367,347945,3752,-5620,0.8678417557177606,1
104732,-13500,13888,455749,1768,-2829,0.8779819620142403,1
104733,-23443,5836,451277,4231,-707,0.8847744695786911,1
104734,-18232,15921,432907,1392,-9067,0.8846490285991885,1
104735,-24473,13651,314487,1733,-8616,0.9098256225293533,1
104736,-25454,4732,438624,1219,-11373,0.8622048071117301,1
104737,-12779,4261,100651,482,-10071,0.78017988820946,0
104738,-15770,14737,8483,3360,-13897,0.220660228989941,0
104739,-17858,3259,297423,1534,-4466,0.8318677490222472,1
104740,-20904,2721,432165,4545,-1411,0.9764996504140582,1
104741,-10937,4858,350818,872,-8628,0.7944532300773893,0
104742,-20105,6029,350040,3758,-4551,0.9104253079562012,1
104743,-16826,10132,62155,3285,-13659,0.914133272172164,1
104744,-23062,4129,314443,2925,-3872,0.862502368480831,1
104745,-21728,15137,227450,1407,-4691,0.8755273041295929,1
104746,-19624,15842,247864,3917,-5280,0.787344685119177,0
104747,-18790,18560,298124,3163,-2780,0.8571385483181133,1
104748,-15265,9063,282880,1155,-12158,0.84879364411202,1
104749,-16657,19484,303884,1522,-12622,0.8513495613253802,1
104750,-15309,7454,20178,2008,-7537,0.4438661802579662,0
104751,-9782,13827,6504,2141,-966,0.18800318117172327,0
104752,-9750,4796,343332,3458,-10972,0.9711527728606388,1
104753,-13024,7590,97989,253,-12864,0.8010219141528309,1
104754,-15817,14487,6850,2045,-11651,0.13451641294373454,0
104755,-13098,1796,370012,3068,-3747,0.9595181148183656,1
104756,-12557,13450,111720,2061,-8920,0.8772533548074963,1
104757,-17114,11489,352016,4841,-3334,0.8567309914297299,1
104758,-14342,5707,225724,3284,-11963,0.8330190405447025,1
104759,-11379,1072,92767,2577,-1919,1.0456944181053358,1
104760,-21095,10315,263782,2762,-8579,0.8166575923964614,1
104761,-14436,9168,93637,1032,-6687,0.9101525482262874,1
104762,-8003,15786,427749,1371,-9958,0.9331440847518876,1
104763,-10585,7857,34106,4882,-625,0.817395387609369,1
104764,-16186,17425,97068,3718,-9429,0.86258601500322,1
104765,-7655,16190,89646,2256,-779,0.832107686486458,1
104766,-9297,15182,248661,1296,-3704,0.8048423934472774,1
104767,-7603,11974,152505,4601,-11871,0.9271187121280826,1
104768,-21938,12425,498710,590,-8821,0.8519565729458962,1
104769,-23679,9322,170525,1301,-14013,0.8382160856605958,1
104770,-14780,8199,55391,2032,-10143,0.8886256419660656,1
104771,-23851,17791,264805,3341,-4697,0.7880471675524747,0
104772,-22441,7170,449681,3798,-13802,0.8936616127752721,1
104773,-15819,8559,437884,3043,-14104,0.8876069923320458,1
104774,-10840,1158,51962,4413,-5264,1.0402451335435887,1
104775,-25100,18377,212110,239,-5361,0.873449602898724,1
104776,-20734,10673,297513,2483,-9954,0.782530861806402,0
104777,-8022,5703,152466,1175,-3398,0.8393710708168522,1
104778,-12213,7574,70304,4968,-2927,0.9420767304854285,1
104779,-15942,14629,411998,4673,-3511,0.8131798087784945,1
104780,-8193,5356,20111,4239,-12569,0.7410201397327966,0
104781,-8144,6249,378009,4836,-11284,0.8990976514940446,1
104782,-10174,14546,233744,1481,-3829,0.8231852288376114,1
104783,-23888,8039,79479,3288,-11824,0.85163820269032,1
104784,-22831,9554,204152,349,-13863,0.7631216141130092,0
104785,-7463,4670,491682,1485,-221,0.9294589355521649,1
104786,-15988,7467,379604,363,-3385,0.8758175365593831,1
104787,-18192,1061,235067,188,-11723,0.8534019789035172,1
104788,-22490,12925,50867,1171,-3672,0.6577071387365411,0
104789,-10021,17321,346081,3946,-6872,0.8891134192840356,1
104790,-8637,12624,394850,2127,-8366,0.918236282696126,1
104791,-24443,7232,415675,3491,-2503,0.8141611237641764,1
104792,-10070,17137,370248,2420,-7838,0.7693243900346194,0
104793,-18894,16575,452731,2282,-11761,0.7915242629718594,0
104794,-19862,9231,227964,3783,-314,0.9347529676526982,1
104795,-10722,6104,421326,910,-10279,0.8521271393433102,1
104796,-23297,1646,183629,4925,-7615,1.066449419383098,1
104797,-21255,18366,337414,665,-4083,0.895575368406991,1
104798,-8578,4549,13328,4291,-1458,0.7106579321169322,0
104799,-16157,8284,137081,3972,-13855,0.9463601318289568,1
104800,-12407,1546,285440,1053,-1515,0.9669528661002043,1
104801,-16078,9788,393771,4283,-9926,0.7969204714780495,0
104802,-14279,17703,350383,4502,-5808,0.8082695551361809,1
104803,-11462,5316,67458,3510,-8995,0.9508257733925038,1
104804,-8700,15176,334512,632,-14403,0.8839611527852487,1
104805,-7569,18220,253720,4774,-6895,0.9663301256106032,1
104806,-22801,7326,312266,3853,-7,0.9943845400686143,1
104807,-24365,12816,285729,2317,-7505,0.9105422407548218,1
104808,-17390,3865,32987,3664,-14111,0.974182820543042,1
104809,-22931,11483,73680,635,-6964,0.8389272174217256,1
104810,-25229,15043,409751,3326,-11128,0.8111513508506479,1
104811,-17159,9377,256811,552,-6574,0.7894208753587728,0
104812,-14406,9258,347727,4326,-11608,0.8079859474833302,1
104813,-17473,15148,97016,4233,-5433,0.807722433247592,1
104814,-17087,8352,5339,4922,-7113,0.30373185924768237,0
104815,-7836,12991,435340,3980,-7572,0.9669340369579461,1
104816,-19662,4483,270125,2419,-8414,0.9077061121871456,1
104817,-17720,4142,324188,1071,-11740,0.8677319646569709,1
104818,-10057,1370,258041,1798,-534,0.9790863931804923,1
104819,-12217,19737,82958,2311,-1288,0.6792719256732277,0
104820,-7871,12690,29466,3265,-6668,0.5009487100194677,0
104821,-22736,17408,57388,1802,-14281,0.6309418846464075,0
104822,-9980,1852,378571,3316,-4731,1.0498557081377369,1
104823,-21221,18490,68438,4593,-4634,0.6771807726218169,0
104824,-10808,1761,52654,4018,-10733,1.074858618760652,1
104825,-21396,4942,395420,3969,-140,0.9714793942533726,1
104826,-11781,1449,213830,2086,-14471,0.9484652501095412,1
104827,-14657,7264,15572,3599,-9731,0.4269913318084792,0
104828,-21712,11007,337032,3998,-11621,0.8154986769603718,1
104829,-22786,13103,182764,1657,-2925,0.8641044414967715,1
104830,-8602,1281,182187,3023,-9653,1.019318500941604,1
104831,-20617,14118,107208,941,-12320,0.7973913572716982,0
104832,-19320,3592,447473,4934,-1614,1.0234089339991161,1
104833,-21630,7342,467058,1626,-656,0.9708179025894768,1
104834,-12397,11650,213835,1435,-4317,0.8334291883030543,1
104835,-8953,11556,434350,1373,-12411,0.9336756318851733,1
104836,-16342,15687,499935,3207,-10561,0.8141187944740357,1
104837,-24822,15850,267534,2737,-7559,0.7945230620391601,0
104838,-20637,1968,365413,446,-8148,0.8056552945275397,1
104839,-16078,7350,125087,1028,-6737,0.8272228342830704,1
104840,-16286,13303,196274,361,-13944,0.8980222352436734,1
104841,-14585,11068,232755,4991,-10340,0.8338888282301148,1
104842,-17655,18198,337766,3221,-8588,0.8187915463436156,1
104843,-22572,8139,29992,3439,-13322,0.6310706718196304,0
104844,-20878,4083,217550,3454,-844,0.8408844047589247,1
104845,-17374,3160,224550,3495,-303,1.0565383488629845,1
104846,-22357,5029,97605,4906,-12776,0.939153387762547,1
104847,-10811,10130,325766,1746,-4100,0.7924448570990709,0
104848,-13768,8049,469032,838,-3380,0.8239731377315864,1
104849,-13182,19323,74032,581,-8912,0.6703188691767449,0
104850,-7771,10242,105523,4932,-13704,0.8742519950357573,1
104851,-12868,14393,336397,3498,-12077,0.8443835014670148,1
104852,-24941,7680,7458,4541,-2082,0.2983462200123023,0
104853,-24918,5418,333760,635,-2869,0.8162454114786823,1
104854,-12594,12578,58302,168,-11430,0.7444648174903588,0
104855,-13526,13850,295000,2807,-12198,0.9033382507413519,1
104856,-19668,4104,418773,2597,-13202,0.8998371478205877,1
104857,-12149,16666,257999,1687,-2542,0.7854490702678313,0
104858,-22269,9922,175960,1483,-13360,0.8947203045011339,1
104859,-17806,1833,169417,764,-5438,0.8653216730156679,1
104860,-14023,10263,183715,4380,-2324,0.86253188765831,1
104861,-23581,13300,251960,807,-1429,0.8163768242951827,1
104862,-9433,4180,145822,1061,-1986,0.9158706986565885,1
104863,-8313,4206,496128,2855,-2165,0.9987615907924691,1
104864,-17670,11383,313893,1576,-8787,0.7983123900008318,0
104865,-15514,15143,473573,3676,-9598,0.7920150994017607,0
104866,-16434,2267,495887,3613,-9820,0.9641487160813936,1
104867,-8807,16653,479337,190,-1729,0.883975687867985,1
104868,-14631,19325,467340,1017,-1213,0.8562356628228207,1
104869,-12375,11246,329377,2712,-240,0.9107442520776714,1
104870,-13023,4830,468860,849,-6047,0.8046316093205751,1
104871,-15086,10075,179825,1448,-8142,0.8327867778493919,1
104872,-13570,14889,356141,4794,-11465,0.8678351996273873,1
104873,-15524,11728,292574,1138,-8959,0.8622105060578164,1
104874,-23600,5380,307656,3833,-6702,0.9675516402141924,1
104875,-15998,19815,418288,4287,-1538,0.8731126508830184,1
104876,-8441,4371,47237,1462,-6878,0.8536749855285036,1
104877,-17279,13880,346224,202,-13821,0.7608550503355822,0
104878,-15480,7473,107038,3649,-6576,0.874640347529072,1
104879,-25143,19539,4267,2267,-13246,0.13745853800940722,0
104880,-11562,18605,457150,2006,-3502,0.844101388099934,1
104881,-12855,2929,459584,1071,-7709,0.8908828339011403,1
104882,-23286,5568,372454,1795,-10495,0.8609643796400668,1
104883,-18881,2495,248670,677,-8424,0.8404449559388034,1
104884,-24095,11390,407751,1974,-9591,0.9154128832561379,1
104885,-10169,13900,232556,2339,-13889,0.8033614252949782,1
104886,-23338,15300,453969,2705,-13404,0.9038165793592438,1
104887,-19741,10716,236042,3842,-11835,0.8015307565755615,1
104888,-14047,8290,95966,4578,-13403,0.9208510501655092,1
104889,-25005,11381,9883,2376,-9386,0.16412753695024973,0
104890,-11608,11973,193686,3017,-8187,0.8083313335444807,1
104891,-13263,11535,140209,1920,-1367,0.9019982863827027,1
104892,-22761,3065,155254,3112,-7892,0.9143427104857323,1
104893,-24265,1275,178252,1923,-12831,0.9311429929798236,1
104894,-19329,17724,41907,2312,-11490,0.3787196665402753,0
104895,-8430,6912,288929,1781,-9510,0.8618213560251637,1
104896,-16389,19202,93576,4065,-7018,0.8364835174847288,1
104897,-18512,8189,237212,685,-7732,0.8505708717770091,1
104898,-12289,6016,431356,510,-13821,0.7638656103326735,0
104899,-10881,11267,424172,2360,-12563,0.7722205782099744,0
104900,-7939,7723,459359,1737,-14267,0.915678594599661,1
104901,-25185,9192,263594,481,-3630,0.8787718431425494,1
104902,-19367,7843,95541,581,-8708,0.8323347788214339,1
104903,-19069,7559,423423,3236,-1084,0.8118004240031997,1
104904,-12074,2394,67292,1127,-8300,0.8397640738018924,1
104905,-12336,4438,340189,3264,-12658,0.8289917566905249,1
104906,-16744,2343,338859,412,-440,0.834695596505695,1
104907,-20341,7442,249162,2110,-3187,0.8215750363081018,1
104908,-10792,13920,416293,4066,-9425,0.8162258134814834,1
104909,-19174,11169,266096,276,-7859,0.8673467798901137,1
104910,-11766,1155,138297,1498,-4953,0.887771235990885,1
104911,-19917,15739,224401,342,-13272,0.8822794612331284,1
104912,-16540,13097,8551,4906,-8505,0.1601346785422641,0
104913,-11426,5163,97972,3139,-3535,0.933962607482353,1
104914,-20263,3381,153566,1625,-5931,0.8850241076943197,1
104915,-22936,18182,78212,1452,-12243,0.6690108829920179,0
104916,-25249,3084,384675,4767,-3833,0.9700015180745327,1
104917,-9161,18186,127887,563,-5235,0.7696107839002124,0
104918,-14979,14477,495325,4039,-5078,0.8150523483812018,1
104919,-9979,3097,191772,3226,-13827,0.8886110642987923,1
104920,-23718,18587,492051,1534,-13002,0.778434310173814,0
104921,-13180,19805,476268,4692,-11768,0.8076044418700473,1
104922,-20658,13797,359959,703,-6164,0.8503929826103157,1
104923,-18984,5883,399241,3849,-8629,0.8224979014894367,1
104924,-9736,19597,199361,4970,-9189,0.7948164358709695,0
104925,-22514,3093,431136,4779,-6564,0.9583014410009242,1
104926,-8170,2061,4424,546,-7698,0.46950301042423537,0
104927,-20315,12924,105192,4943,-3607,0.8584796013470551,1
104928,-19218,8165,457283,4028,-5401,0.8425068133817898,1
104929,-17939,2420,202679,1124,-12494,0.8478496068070295,1
104930,-16081,14064,454516,3593,-13832,0.8633876783104955,1
104931,-23629,11889,95599,1064,-1775,0.8038464495547435,1
104932,-19042,1263,272822,1737,-9752,0.9393735549867397,1
104933,-18447,14352,394616,2221,-1137,0.913958104920982,1
104934,-12741,12198,265966,2810,-4284,0.8417945132543534,1
104935,-10977,16185,365831,323,-1305,0.8474416268933535,1
104936,-22801,13834,64603,4877,-8931,0.7716299385576708,0
104937,-16333,16215,245218,688,-2021,0.8230108453581683,1
104938,-16940,4473,494727,2382,-3695,0.8814337779997964,1
104939,-15366,4805,76634,1285,-11283,0.8200284089898269,1
104940,-9410,4149,325892,1117,-11493,0.8501306206235508,1
104941,-12167,13198,158306,3626,-7752,0.8204424185008785,1
104942,-11643,9548,425954,3866,-8694,0.8177507981266429,1
104943,-11849,17412,257145,3423,-48,0.944456423010463,1
104944,-12698,7518,314622,549,-12025,0.8291631722867203,1
104945,-17005,4442,398375,995,-12030,0.8592365401027038,1
104946,-21633,18467,196780,4535,-7312,0.886615690886133,1
104947,-10168,19617,189819,4068,-3075,0.8137877114098506,1
104948,-22654,11993,41938,3280,-3710,0.6953281637855294,0
104949,-25211,13962,99451,761,-11474,0.8223716946797406,1
104950,-10857,5573,29994,1406,-12876,0.922539535071321,1
104951,-10542,11132,472362,4154,-11078,0.8125803649784384,1
104952,-13741,8912,1259,4364,-595,0.14286598055340427,0
104953,-14022,15633,402108,4074,-12580,0.827818271692446,1
104954,-8648,18587,102003,3834,-2490,0.8499881996120939,1
104955,-7994,3422,225274,478,-4482,0.8277078631626392,1
104956,-14147,14202,472316,2673,-2388,0.8798541762302953,1
104957,-24774,19933,55420,4574,-2376,0.4411214914070309,0
104958,-12489,7459,488216,557,-10337,0.8707544860540896,1
104959,-23625,10987,406704,1609,-10225,0.7812384897976881,0
104960,-21276,19132,386419,2227,-8303,0.7720796832652758,0
104961,-8271,13515,296810,2982,-80,0.8865992966964344,1
104962,-17489,15919,205897,4669,-10354,0.8743649886177051,1
104963,-19307,5973,202045,3396,-12371,0.8073177044298332,1
104964,-19238,10825,224387,787,-11229,0.8714527307988186,1
104965,-8432,16119,36183,3518,-4944,0.5277253325371237,0
104966,-14708,6923,433798,4415,-454,0.9480970257829799,1
104967,-12459,19219,440574,3636,-194,0.8963280752261541,1
104968,-18607,5599,314746,4434,-4509,0.8629466007871227,1
104969,-13311,17474,448322,1927,-3132,0.7678148883206272,0
104970,-21618,5178,288892,3426,-8867,0.8542466598663334,1
104971,-17182,15925,444568,346,-3487,0.8899224363744223,1
104972,-16209,9112,192961,1367,-10252,0.8812225679114449,1
104973,-10923,8175,16529,2456,-9923,0.3876090899157938,0
104974,-17740,1940,371287,3231,-11596,0.9444624046513723,1
104975,-17651,14061,263220,721,-7522,0.8114483830535497,1
104976,-13878,1281,355268,832,-8748,0.8622639950247558,1
104977,-16369,1908,217648,4283,-8773,0.9526886196859158,1
104978,-11551,11673,487051,2199,-376,0.838098419829876,1
104979,-8075,2865,44809,4568,-12135,1.0300389337897549,1
104980,-10901,19995,419651,3608,-11183,0.8834702966109977,1
104981,-19978,15873,879,1351,-6849,0.022835975093548344,0
104982,-13854,4229,14896,3017,-2978,0.6109881286696499,0
104983,-18939,12284,217068,2889,-14530,0.8639188906593525,1
104984,-25298,9151,221290,1968,-11990,0.8082566216517455,1
104985,-23267,5745,39901,2486,-5117,0.8757259980379082,1
104986,-21271,8884,154311,3225,-10782,0.9139781738594442,1
104987,-21920,8903,259345,4673,-10797,0.812641202282693,1
104988,-14500,16835,24849,4479,-4932,0.2861052947498406,0
104989,-10005,18521,469351,862,-10057,0.799119590098715,0
104990,-24753,17520,371467,454,-433,0.8857690860982655,1
104991,-9907,2238,369637,499,-10271,0.9176745942990367,1
104992,-23270,10841,230497,2495,-1752,0.8682247571393341,1
104993,-12060,11763,149642,4928,-1428,0.8269459676715527,1
104994,-12902,19150,403889,2115,-6473,0.8436750717610816,1
104995,-15952,13903,178816,3094,-10573,0.8909434820080535,1
104996,-13469,17527,403406,4972,-3672,0.9003132518620971,1
104997,-25133,2985,450033,1359,-1880,0.8022661370179708,1
104998,-9401,10177,28907,4087,-2565,0.6109283643184746,0
104999,-24206,6956,342283,1795,-7475,0.8097832018612567,1
105000,-17385,16205,73246,3182,-10450,0.7363396036079389,0
105001,-23591,6800,79655,1674,-11504,0.7959775369793166,0
105002,-22801,13834,64603,4877,-8931,0.7716299385576708,0
105003,-15558,15397,241909,1063,-4981,0.7756281531565364,0
105004,-12322,10062,40049,4190,-6227,0.6622271061112575,0
105005,-16176,9470,17399,2817,-11525,0.3639877449492516,0
105006,-17517,6563,97879,2394,-3294,0.7938124563748462,0
105007,-17879,19054,107605,1189,-1237,0.7871631391253917,0
105008,-13782,18027,35473,2899,-12902,0.3514544676378372,0
105009,-21642,19747,451581,4713,-8787,0.7866279503272979,0
105010,-11743,14463,29393,2276,-1748,0.42241210264937923,0
105011,-15301,12358,269998,2135,-2764,0.7903054946979189,0
105012,-22375,16702,74679,2598,-9559,0.7514792012620776,0
105013,-10431,15492,38965,4826,-10010,0.4287727239576174,0
105014,-7973,8473,17651,3127,-8715,0.5211104418668051,0
105015,-13219,12034,238216,4364,-5936,0.787324347342519,0
105016,-21480,8225,329143,2056,-2107,0.7757752237573243,0
105017,-17131,18466,239106,1863,-1265,0.7896736013949195,0
105018,-9802,12273,9782,2594,-9833,0.17830726630738802,0
105019,-17648,6770,250449,2677,-13901,0.7997273932939613,0
105020,-17785,11687,57373,1305,-9936,0.7818481777837536,0
105021,-14894,15501,282490,2277,-11573,0.7851757793270357,0
105022,-12845,3394,14482,1142,-8131,0.7053786516104632,0
105023,-16840,18414,4215,2889,-12836,0.13559143687100655,0
105024,-23590,19225,51747,3490,-13832,0.5043577906429417,0
105025,-24393,13362,321910,1011,-6851,0.7912391584525701,0
105026,-16821,16703,355293,1409,-4413,0.7658618810559986,0
105027,-24393,13362,321910,1011,-6851,0.7912391584525701,0
105028,-14894,17741,32635,578,-14151,0.3025741492580357,0
105029,-10375,16556,33638,693,-12819,0.4429413248366303,0
105030,-18187,19185,31013,3033,-4696,0.332495263198174,0
105031,-17114,15656,302633,561,-8852,0.7844655223677387,0
105032,-17042,12834,31128,3321,-4639,0.45749751095271796,0
105033,-17678,13174,32743,2592,-3928,0.4005775806678021,0
105034,-18924,14744,43742,4827,-1345,0.5890510153015539,0
105035,-17201,11048,11760,3259,-13919,0.19288597033963992,0
105036,-15883,16505,10473,4442,-9341,0.17340993212429848,0
105037,-23326,6815,266250,450,-8198,0.7726232510388061,0
105038,-10195,18992,244602,3134,-12770,0.7928465580820795,0
105039,-25437,13323,437588,565,-8845,0.7762026138401923,0
105040,-9970,4556,13089,856,-4510,0.548793607297384,0
105041,-23577,18753,44178,990,-2017,0.5040528466890793,0
105042,-14124,5559,121078,313,-8422,0.7834778416540401,0
105043,-10431,15492,38965,4826,-10010,0.4287727239576174,0
105044,-23663,14811,117454,4179,-9352,0.7786379932770281,0
105045,-25179,18378,468307,1886,-3923,0.798018348758644,0
105046,-17382,10053,26347,4008,-4236,0.5518238766062249,0
105047,-9717,16870,442452,1849,-4935,0.7754192532178014,0
105048,-10811,10130,325766,1746,-4100,0.7924448570990709,0
105049,-14657,7264,15572,3599,-9731,0.4269913318084792,0
105050,-24083,13598,7067,4409,-1086,0.24593958025224572,0
