SK_ID_PREV,SK_ID_CURR,AMT_APPLICATION,AMT_CREDIT,NAME_CONTRACT_STATUS
402880,102159,19397,47945,Refused
402881,104348,268051,135331,Refused
402882,106976,141651,79672,Refused
402883,101912,73453,258965,Approved
402884,101824,287450,60993,Approved
402885,101886,104123,186834,Approved
402886,104072,93785,139605,Approved
402887,107601,256207,146178,Approved
402888,107256,211983,250371,Refused
402889,100636,42817,190860,Approved
402890,105665,115726,215122,Refused
402891,103351,74409,73644,Refused
402892,107239,280598,165475,Approved
402893,102162,26643,292303,Refused
402894,106932,255898,26146,Approved
402895,106641,269961,104867,Refused
402896,105959,29859,18429,Approved
402897,106369,36056,254742,Refused
402898,102465,55785,31013,Refused
402899,100459,60771,44981,Approved
402900,100232,211381,127780,Refused
402901,104060,40435,248984,Refused
402902,106811,65011,24502,Approved
402903,104895,160220,103317,Approved
402904,104480,182103,207478,Refused
402905,107070,290612,194940,Refused
402906,106535,281289,245526,Approved
402907,101946,61408,242626,Refused
402908,104401,44466,35331,Refused
402909,106419,81164,195902,Refused
402910,105679,39189,22713,Approved
402911,105911,180149,65056,Approved
402912,105314,136141,6397,Approved
402913,103002,187887,99963,Refused
402914,106650,239242,296308,Refused
402915,106635,7639,268000,Approved
402916,100046,182727,33338,Refused
402917,106337,30310,173634,Refused
402918,103870,152926,212832,Refused
402919,105200,7908,112332,Refused
402920,104825,87798,68064,Refused
402921,105100,295653,270134,Refused
402922,107704,108490,170193,Approved
402923,107333,263167,29540,Refused
402924,103632,68299,103213,Approved
402925,101516,78561,3214,Refused
402926,105651,171895,83436,Approved
402927,105170,20579,192168,Approved
402928,102760,297199,200596,Approved
402929,104337,29465,57751,Refused
402930,107153,135610,264338,Approved
402931,102218,244348,81772,Approved
402932,106580,162831,11118,Approved
402933,103804,103904,205414,Refused
402934,107877,41548,147564,Approved
402935,107533,179568,232821,Refused
402936,104598,167197,184811,Approved
402937,101944,255020,97462,Refused
402938,105246,5297,196671,Approved
402939,107479,89102,207077,Refused
402940,103581,29047,31067,Approved
402941,102633,291667,146490,Refused
402942,100175,97717,106410,Approved
402943,101662,239037,163078,Refused
402944,102577,88859,17720,Approved
402945,106226,100487,59822,Refused
402946,100419,289858,59075,Approved
402947,106443,275651,298699,Approved
402948,105969,16557,219794,Approved
402949,104223,46900,34493,Approved
402950,100405,85396,167491,Approved
402951,107485,230623,24994,Refused
402952,104734,54114,153120,Approved
402953,101704,65539,62048,Refused
402954,103184,138466,18524,Refused
402955,106835,161653,247353,Approved
402956,100710,113501,263531,Approved
402957,104558,190957,276015,Approved
402958,102523,150976,71138,Refused
402959,105864,572,140282,Refused
402960,106215,190142,22901,Refused
402961,100478,240426,290685,Approved
402962,105713,112160,217388,Refused
402963,107129,140794,11913,Approved
402964,100373,92677,37005,Approved
402965,102835,172849,223878,Approved
402966,107689,198620,83723,Refused
402967,104777,126402,78407,Approved
402968,100882,155270,161388,Refused
402969,104811,141904,11056,Refused
402970,101575,168352,55735,Approved
402971,103868,297110,250192,Approved
402972,101124,163732,54800,Approved
402973,100861,12575,66674,Approved
402974,107541,261996,119911,Approved
402975,100702,140579,21631,Approved
402976,102294,138305,136862,Approved
402977,104360,14231,274795,Approved
402978,106784,207648,208377,Approved
402979,102852,216470,189089,Refused
402980,107436,278032,295891,Refused
402981,106476,68060,291322,Refused
402982,101477,14776,44035,Approved
402983,104401,116312,167401,Refused
402984,102976,106996,72327,Refused
402985,101668,115130,264556,Approved
402986,103174,204802,130783,Refused
402987,106008,62987,258926,Approved
402988,105046,158677,208828,Approved
402989,106684,218641,22971,Refused
402990,103878,296113,110950,Refused
402991,102024,195975,23687,Approved
402992,101162,216961,157687,Approved
402993,107760,255068,143041,Approved
402994,106341,43803,29158,Approved
402995,107163,75975,104889,Refused
402996,105163,256099,254257,Approved
402997,105377,226135,157293,Refused
402998,101798,3014,105012,Approved
402999,103224,183706,150544,Approved
403000,100083,181658,261728,Approved
403001,107510,97902,81452,Refused
403002,105363,158878,290632,Approved
403003,107396,95807,134734,Approved
403004,104105,59059,273907,Refused
403005,106225,237065,89938,Approved
403006,104246,129507,111047,Approved
403007,102710,115072,127451,Approved
403008,103052,51908,282524,Refused
403009,102024,268590,219904,Refused
403010,101041,275015,286417,Approved
403011,102156,31374,260103,Approved
403012,106208,82666,247939,Refused
403013,103231,235133,153060,Refused
403014,103782,244261,86554,Refused
403015,100367,2177,27220,Approved
403016,104178,142809,166781,Refused
403017,107713,45346,97441,Approved
403018,103553,289798,61261,Refused
403019,100485,18990,280615,Approved
403020,106643,175062,41673,Refused
403021,102044,58087,112394,Approved
403022,102993,125772,202722,Approved
403023,100912,147493,177134,Approved
403024,107665,98265,1064,Approved
403025,105850,127822,208946,Refused
403026,100524,257279,25589,Refused
403027,103766,294746,7339,Refused
403028,105375,116277,47235,Refused
403029,103936,3669,23084,Refused
403030,107465,290923,271886,Approved
403031,106287,51328,293978,Approved
403032,100900,59176,299821,Refused
403033,106564,3871,27605,Approved
403034,107370,22671,203988,Refused
403035,102973,86765,62674,Approved
403036,105866,279696,107604,Refused
403037,105126,274570,97247,Refused
403038,101540,292170,11163,Refused
403039,102889,87820,57151,Approved
403040,106840,299320,14270,Approved
403041,106590,83253,260094,Refused
403042,102545,294949,234765,Approved
403043,101119,128819,226135,Refused
403044,106278,151082,61595,Approved
403045,107799,215022,141936,Approved
403046,104034,36852,39998,Approved
403047,101652,69360,50137,Approved
403048,104717,20194,246176,Refused
403049,102354,230312,108216,Refused
403050,101997,32644,255435,Approved
403051,105874,272512,269495,Refused
403052,100659,93508,249963,Refused
403053,105997,25745,244634,Approved
403054,101807,218551,240771,Approved
403055,103895,209928,206515,Refused
403056,102632,275331,24600,Approved
403057,100407,160867,33042,Approved
403058,104056,196384,84296,Refused
403059,105999,110474,45571,Approved
403060,106582,115194,81866,Refused
403061,104132,6246,286789,Approved
403062,100706,283271,110805,Approved
403063,103717,27812,202122,Approved
403064,106545,198283,159169,Approved
403065,102444,264163,53575,Refused
403066,104263,28044,228167,Refused
403067,106993,280701,132929,Refused
403068,101157,77207,130785,Approved
403069,107299,7152,43231,Refused
403070,102850,171792,186485,Approved
403071,101386,6408,46497,Approved
403072,106088,67549,203243,Approved
403073,100878,174175,185931,Refused
403074,103411,74346,230761,Approved
403075,102047,185583,162054,Approved
403076,101785,272294,10616,Refused
403077,102096,230028,92298,Refused
403078,103214,71431,81450,Approved
403079,101471,21269,183091,Approved
403080,101468,261238,224495,Refused
403081,102752,56819,192974,Refused
403082,101856,175960,23864,Approved
403083,103860,193319,192399,Approved
403084,104961,247338,38884,Refused
403085,101776,53604,175646,Approved
403086,105730,195428,143803,Refused
403087,104050,264792,116173,Refused
403088,104154,173311,213875,Refused
403089,101709,20795,247917,Approved
403090,104313,16062,175769,Approved
403091,106765,151848,30174,Refused
403092,107444,141917,201799,Approved
403093,103862,65060,297973,Approved
403094,107359,15116,286009,Refused
403095,102231,243659,138389,Refused
403096,101975,237348,167103,Refused
403097,105374,123901,201855,Refused
403098,104749,11937,245502,Approved
403099,102447,26785,277510,Refused
403100,107033,209038,138087,Refused
403101,100315,215365,232797,Approved
403102,105307,257586,238189,Approved
403103,106913,243676,267588,Refused
403104,104118,148001,252496,Approved
403105,101534,205745,263835,Approved
403106,107735,269418,280817,Approved
403107,106978,31572,65454,Refused
403108,107044,199793,240619,Approved
403109,101996,59898,49035,Refused
403110,102526,34467,165306,Refused
403111,104158,51463,185047,Refused
403112,105611,148778,70504,Refused
403113,104543,274938,298824,Approved
403114,100212,73191,66905,Refused
403115,105270,104500,262307,Refused
403116,100162,70752,136776,Approved
403117,106171,266621,274650,Approved
403118,107312,190754,291430,Approved
403119,106157,204790,248560,Approved
403120,105935,221678,232906,Refused
403121,105585,190402,261331,Refused
403122,103083,166112,249223,Approved
403123,104053,143324,256474,Refused
403124,103495,74453,253896,Refused
403125,100075,214638,117655,Refused
403126,100388,95499,61961,Refused
403127,104028,199044,99355,Approved
403128,103140,127350,97957,Approved
403129,104237,206665,55116,Refused
403130,103263,239191,254143,Approved
403131,101847,167002,297791,Approved
403132,107158,142500,30643,Refused
403133,104875,20329,122370,Approved
403134,104002,68353,71573,Approved
403135,106341,135694,160017,Refused
403136,100824,211982,103327,Refused
403137,104220,125980,191293,Refused
403138,104981,25110,34250,Refused
403139,104881,260427,169520,Approved
403140,100432,184688,275571,Approved
403141,104409,243582,145825,Approved
403142,102090,272111,111863,Refused
403143,101743,176817,12269,Approved
403144,101752,83464,123003,Refused
403145,104803,220801,260417,Refused
403146,102721,289935,17167,Refused
403147,100264,44575,297667,Approved
403148,101615,212452,284750,Refused
403149,103751,139712,80828,Approved
403150,104556,96877,149627,Refused
403151,104645,2805,120972,Refused
403152,104303,60136,102956,Refused
403153,105505,290048,115177,Refused
403154,101066,250662,129573,Refused
403155,101327,4943,27927,Refused
403156,105111,91109,220578,Approved
403157,107842,89587,96943,Approved
403158,107035,56860,159418,Refused
403159,105463,159311,233035,Approved
403160,101484,243741,220593,Refused
403161,102639,180365,35382,Approved
403162,104630,296953,285298,Approved
403163,100754,190265,32604,Approved
403164,106349,50097,77584,Approved
403165,103045,147203,158122,Refused
403166,106185,258418,236882,Approved
403167,103674,19557,245428,Approved
403168,101979,121694,160749,Refused
403169,103417,282467,208299,Approved
403170,103348,31045,42684,Refused
403171,107856,159202,20208,Refused
403172,104338,166757,146089,Approved
403173,100921,30135,244309,Refused
403174,105313,146262,298897,Approved
403175,104360,73237,210697,Refused
403176,107406,97366,140067,Refused
403177,106873,14405,33578,Approved
403178,100516,76548,12093,Approved
403179,100760,168494,263501,Refused
403180,104958,153774,24851,Approved
403181,107374,33697,254828,Refused
403182,104621,224743,110759,Approved
403183,101986,282776,161023,Approved
403184,100808,211038,11195,Approved
403185,100757,289596,240213,Refused
403186,101459,220177,230973,Refused
403187,102753,12776,252674,Refused
403188,104240,182201,18129,Approved
403189,103481,13158,264028,Refused
403190,100313,181333,126486,Refused
403191,107531,162689,41676,Approved
403192,107659,188945,159021,Approved
403193,100294,52119,260635,Approved
403194,107809,190767,180787,Approved
403195,100748,268439,234472,Refused
403196,100448,174675,165648,Approved
403197,104008,289900,205550,Refused
403198,105355,213478,51777,Approved
403199,102898,67663,294902,Approved
403200,104732,237956,32287,Refused
403201,101690,223230,95498,Refused
403202,102460,285204,158709,Refused
403203,103058,264027,61927,Refused
403204,106280,118765,141549,Refused
403205,106131,2754,280937,Refused
403206,107219,50592,256342,Approved
403207,102590,68422,115183,Refused
403208,103802,146524,110279,Approved
403209,105395,95873,137116,Approved
403210,107129,119488,113788,Refused
403211,101726,139894,195991,Refused
403212,101658,111822,286881,Refused
403213,103220,4850,242541,Approved
403214,107164,135993,87066,Refused
403215,100737,236103,243588,Approved
403216,105271,84975,283670,Refused
403217,102565,214359,12498,Refused
403218,103529,247466,245148,Approved
403219,103513,225468,60205,Approved
403220,106045,87897,77879,Refused
403221,103294,87003,272464,Refused
403222,107797,174047,81359,Refused
403223,101956,75424,36213,Refused
403224,100207,147287,88539,Approved
403225,107565,191431,205611,Refused
403226,103720,76816,160325,Refused
403227,105517,59971,89433,Approved
403228,103486,180942,292585,Refused
403229,107349,147967,123522,Approved
403230,101637,248097,97321,Refused
403231,101688,110667,280536,Refused
403232,100573,284224,142667,Refused
403233,104204,34451,218431,Refused
403234,103155,168673,143288,Approved
403235,102093,228989,290906,Refused
403236,100137,24246,99895,Approved
403237,105434,108774,235921,Approved
403238,101871,247684,80300,Approved
403239,103821,98867,182654,Approved
403240,105251,55335,109861,Refused
403241,102279,190191,111810,Approved
403242,100789,157426,174697,Approved
403243,101091,234612,253630,Approved
403244,106745,178504,82945,Refused
403245,103506,135342,213811,Refused
403246,106170,121091,171994,Refused
403247,105967,210547,63584,Refused
403248,100432,62282,260386,Refused
403249,103853,48682,251802,Refused
403250,103718,66458,196210,Approved
403251,103069,112168,269213,Refused
403252,103631,287173,113198,Refused
403253,105337,135984,181918,Approved
403254,107800,291131,164575,Approved
403255,107437,235251,250921,Refused
403256,107638,285524,274941,Approved
403257,107410,157696,258950,Approved
403258,107290,223130,61560,Refused
403259,101323,68729,287687,Approved
403260,104982,242748,268509,Refused
403261,100112,259135,116302,Refused
403262,104782,114324,246604,Approved
403263,104164,222361,286067,Refused
403264,103935,226364,78941,Refused
403265,100012,201756,260512,Refused
403266,104335,67776,205641,Approved
403267,106265,54340,223944,Approved
403268,105353,17787,116943,Approved
403269,101284,161309,254489,Approved
403270,104114,242393,136551,Approved
403271,106154,83888,267570,Refused
403272,105471,298132,247053,Approved
403273,100547,51042,88159,Refused
403274,100627,233614,195839,Refused
403275,101729,31179,263972,Approved
403276,103447,168610,38198,Approved
403277,106539,13462,131004,Approved
403278,104247,163353,87974,Refused
403279,102435,224315,191223,Refused
403280,100684,81900,31357,Refused
403281,106597,180786,230427,Approved
403282,107801,114125,250490,Refused
403283,100667,67452,299302,Refused
403284,106020,189009,119697,Refused
403285,103011,294114,58888,Approved
403286,103714,109569,119152,Refused
403287,106842,136407,79662,Refused
403288,105570,227689,16330,Refused
403289,104825,221624,168434,Approved
403290,100114,218485,255323,Refused
403291,100665,202720,159128,Approved
403292,106983,197651,256998,Refused
403293,107054,255620,184372,Refused
403294,104377,286899,5899,Approved
403295,107643,281136,11489,Refused
403296,101365,243135,140182,Refused
403297,103119,271650,100646,Refused
403298,100820,121365,4271,Approved
403299,101737,58417,118385,Approved
403300,102460,77278,74125,Refused
403301,100015,3158,37759,Refused
403302,103875,237649,120598,Refused
403303,102720,65719,64316,Refused
403304,102380,25871,85932,Refused
403305,107856,165104,245023,Refused
403306,102121,180426,44282,Approved
403307,100200,96333,58926,Approved
403308,101707,221768,209616,Refused
403309,105557,276307,290738,Refused
403310,101422,93829,252781,Approved
403311,100229,255147,107720,Approved
403312,102708,191522,99338,Refused
403313,100332,138764,249795,Approved
403314,105552,231947,216052,Approved
403315,102710,234608,125674,Approved
403316,106684,55542,135286,Approved
403317,102618,26996,158887,Approved
403318,101737,114701,219074,Refused
403319,102996,164031,85419,Approved
403320,106188,202228,55661,Approved
403321,107616,267750,118506,Approved
403322,104328,179766,177595,Refused
403323,103278,190200,41951,Approved
403324,105294,79531,49974,Approved
403325,105054,47077,253589,Approved
403326,106047,260242,126918,Approved
403327,100889,5072,113071,Refused
403328,101163,177416,91000,Approved
403329,104216,48158,82118,Approved
403330,107577,29134,150760,Approved
403331,101816,164979,298694,Approved
403332,101240,93836,12528,Approved
403333,102301,111803,76195,Approved
403334,102299,72235,46791,Approved
403335,105168,166854,71194,Approved
403336,106933,91953,197122,Approved
403337,107112,76286,74045,Approved
403338,106979,121725,172267,Approved
403339,103473,198829,245725,Approved
403340,104527,12843,206141,Refused
403341,102608,187155,47751,Refused
403342,106515,19257,218675,Refused
403343,107649,174516,38282,Approved
403344,100864,10020,76776,Refused
403345,100457,77772,5702,Refused
403346,101955,140776,226943,Refused
403347,102994,7069,100578,Refused
403348,104680,261409,271094,Approved
403349,101897,33973,294055,Approved
403350,104032,163884,283068,Refused
403351,107192,171878,199513,Refused
403352,104941,287771,108976,Approved
403353,107272,227590,117933,Refused
403354,107441,75793,276522,Approved
403355,100491,46195,65827,Refused
403356,103603,147660,127321,Approved
403357,106223,184437,219094,Refused
403358,101599,34981,15972,Refused
403359,105198,219023,163087,Refused
403360,106864,179038,128073,Approved
403361,103771,226576,48524,Refused
403362,107436,142825,64018,Approved
403363,100943,18873,230240,Approved
403364,101736,58978,57993,Approved
403365,102569,145251,108222,Approved
403366,104827,234858,179042,Refused
403367,103701,145539,135638,Approved
403368,104029,66340,190312,Refused
403369,107378,101872,259079,Approved
403370,100169,264256,177080,Approved
403371,103686,235193,96250,Approved
403372,106421,206260,109571,Refused
403373,103306,98045,92778,Approved
403374,106950,131451,276819,Refused
403375,104851,160304,184380,Refused
403376,106665,19889,26020,Approved
403377,103745,182384,81402,Refused
403378,100714,2883,208386,Refused
403379,102911,101496,145765,Approved
403380,103006,273334,206746,Refused
403381,104624,95747,136023,Refused
403382,102972,160177,58557,Approved
403383,102740,25323,128658,Approved
403384,104719,268064,109585,Refused
403385,103911,57156,212366,Approved
403386,104633,91037,174151,Refused
403387,101799,225412,178494,Approved
403388,103087,258753,211270,Refused
403389,102219,221790,80161,Approved
403390,102535,80095,162881,Approved
403391,102266,74089,240588,Refused
403392,100664,115375,216983,Refused
403393,100393,79059,22283,Approved
403394,104033,148106,9876,Refused
403395,101672,65347,130993,Approved
403396,102606,52833,17659,Approved
403397,101417,189637,206257,Refused
403398,100323,47412,152730,Refused
403399,107714,283774,158725,Approved
403400,102261,203679,159301,Approved
403401,103306,28061,288573,Refused
403402,102251,129024,212003,Refused
403403,102254,261834,248033,Refused
403404,100271,188071,245002,Refused
403405,103973,41404,220548,Approved
403406,100963,87026,298961,Refused
403407,106877,188759,32574,Approved
403408,101563,231396,259388,Approved
403409,107007,59952,29717,Refused
403410,106639,96614,87712,Refused
403411,103786,15218,173857,Approved
403412,107714,129846,63559,Approved
403413,105780,296626,284229,Approved
403414,100148,180375,299889,Refused
403415,105558,96569,189593,Refused
403416,107529,237048,112978,Approved
403417,104428,190801,192425,Approved
403418,107011,98823,152172,Refused
403419,100545,155156,34900,Approved
403420,101797,29373,292445,Approved
403421,101848,30085,237641,Approved
403422,102459,228194,135367,Refused
403423,105555,97239,152877,Refused
403424,107273,145345,297446,Refused
403425,105785,102908,24456,Approved
403426,101343,298266,42449,Approved
403427,101228,237149,185956,Approved
403428,101293,38554,264863,Refused
403429,106817,55603,282706,Refused
403430,106741,260755,42311,Approved
403431,107260,168724,222524,Refused
403432,100747,262544,46607,Refused
403433,104738,269447,283316,Approved
403434,101762,263402,48551,Approved
403435,106932,281255,24106,Refused
403436,100086,190276,43574,Approved
403437,103986,23789,263590,Refused
403438,100886,106335,185403,Approved
403439,105862,285859,67091,Approved
403440,101596,152905,12971,Approved
403441,105273,80475,71765,Refused
403442,101528,248492,9952,Refused
403443,102178,31443,271154,Refused
403444,107148,262004,69385,Refused
403445,107456,107026,88630,Approved
403446,105393,76022,4414,Refused
403447,100159,183329,221477,Approved
403448,101978,247688,53624,Approved
403449,103165,239370,165666,Refused
403450,107167,210311,64719,Refused
403451,105352,208593,182550,Approved
403452,101459,88250,43461,Refused
403453,106281,2009,205296,Refused
403454,107609,192439,60202,Approved
403455,105750,193209,29175,Refused
403456,104920,208297,110786,Approved
403457,106809,94996,104130,Refused
403458,107161,48976,122231,Approved
403459,100201,192322,293292,Approved
403460,104152,139889,127388,Approved
403461,100120,176143,100621,Approved
403462,101639,16431,66446,Approved
403463,102129,131898,42004,Refused
403464,103858,105623,264002,Approved
403465,101589,7093,232637,Refused
403466,105526,240819,122844,Approved
403467,103784,106909,287081,Approved
403468,106257,8491,186517,Refused
403469,106391,175633,263989,Refused
403470,104589,283036,276351,Refused
403471,101972,294340,175068,Refused
403472,105668,149867,134711,Refused
403473,104552,57869,69630,Refused
403474,107537,221795,173334,Approved
403475,102322,31187,142852,Refused
403476,104632,7629,226213,Refused
403477,105359,283482,99815,Refused
403478,103660,60551,29155,Refused
403479,101621,128591,233756,Refused
403480,106368,18914,201361,Refused
403481,103592,222703,57840,Approved
403482,101454,160509,194145,Refused
403483,106324,211394,201961,Refused
403484,101588,266550,9885,Refused
403485,101209,112503,41385,Approved
403486,103353,253812,5452,Refused
403487,102951,25696,129380,Refused
403488,101145,149002,219608,Refused
403489,101235,80733,81901,Approved
403490,100509,208749,277411,Refused
403491,102599,200228,191701,Refused
403492,105380,16258,103253,Approved
403493,104815,168752,40678,Refused
403494,101305,28961,94061,Refused
403495,105768,69560,140946,Approved
403496,106320,254950,44080,Refused
403497,101301,147842,33967,Refused
403498,100249,149238,164993,Approved
403499,104570,231296,7791,Refused
403500,105048,71397,214345,Approved
403501,105981,178796,265042,Refused
403502,104525,288313,102136,Refused
403503,107510,233033,256594,Approved
403504,101856,4971,271678,Refused
403505,106110,54836,294936,Refused
403506,101365,67014,6885,Refused
403507,101243,243730,6698,Approved
403508,104193,135066,256515,Refused
403509,105297,51267,262893,Refused
403510,105091,269055,165149,Refused
403511,104153,215226,79629,Approved
403512,107539,136353,127140,Refused
403513,103849,279374,286908,Refused
403514,107147,79048,216832,Refused
403515,106868,176623,62868,Refused
403516,103111,177397,187102,Refused
403517,104515,92885,9324,Refused
403518,100704,268463,95080,Refused
403519,103478,42478,136106,Refused
403520,106530,177395,251068,Approved
403521,105458,280104,64277,Approved
403522,106011,6993,250817,Approved
403523,104443,284183,276600,Approved
403524,104699,14188,273541,Refused
403525,105362,181106,239422,Refused
403526,102584,81664,16093,Refused
403527,106173,8854,183586,Approved
403528,100792,206107,286168,Refused
403529,105122,288320,26747,Approved
403530,100687,297326,10867,Approved
403531,106165,199317,286101,Approved
403532,104484,142433,42569,Refused
403533,101560,36142,224606,Refused
403534,107161,136941,138186,Approved
403535,104235,289780,221879,Approved
403536,103804,293804,186569,Approved
403537,107494,108366,207440,Approved
403538,102115,210172,92736,Approved
403539,103132,31816,90201,Refused
403540,101382,177913,22690,Approved
403541,105991,3374,33285,Approved
403542,107705,126818,248651,Approved
403543,103091,112805,297153,Approved
403544,100770,275725,1786,Approved
403545,106413,20151,10092,Approved
403546,102794,269541,13669,Refused
403547,101702,202319,106756,Refused
403548,107254,106122,205548,Refused
403549,100824,13518,87537,Approved
403550,102247,60672,171422,Approved
403551,106568,18109,243178,Refused
403552,102302,44393,156694,Refused
403553,100193,179392,213578,Approved
403554,101221,10904,228486,Refused
403555,100636,277565,208207,Approved
403556,105134,27967,222975,Refused
403557,104349,262600,64446,Approved
403558,107643,32905,115913,Refused
403559,104976,234102,163810,Approved
403560,103466,85621,128902,Approved
403561,103575,91338,85861,Refused
403562,106668,148430,276089,Refused
403563,100529,167703,65894,Approved
403564,106581,222181,290154,Approved
403565,101231,180084,7482,Approved
403566,101810,142420,226646,Approved
403567,100418,40287,183431,Refused
403568,105432,186294,199159,Refused
403569,106873,296880,282934,Approved
403570,106387,105080,85017,Approved
403571,106864,100305,233518,Refused
403572,102134,192988,294733,Refused
403573,100358,13541,101206,Approved
403574,104988,257030,127322,Approved
403575,104876,273832,240591,Refused
403576,107278,77493,136076,Refused
403577,105384,203669,136536,Refused
403578,102070,253061,171752,Approved
403579,105636,248833,135139,Approved
403580,102727,92328,113598,Refused
403581,106021,81541,189841,Approved
403582,105988,37270,35104,Approved
403583,106954,50856,239725,Approved
403584,102102,248660,93334,Refused
403585,104929,145557,234467,Approved
403586,106457,269445,199205,Refused
403587,100313,60204,183544,Approved
403588,106427,158098,129142,Approved
403589,105891,45832,227766,Approved
403590,103939,211166,167423,Approved
403591,102588,84495,266276,Refused
403592,101787,6941,273837,Refused
403593,106645,189176,277610,Refused
403594,100084,181651,216949,Refused
403595,101435,165844,67906,Refused
403596,102635,279521,144448,Approved
403597,107481,129393,213995,Refused
403598,106455,33752,89148,Approved
403599,100913,293167,161369,Refused
403600,102610,24530,211120,Refused
403601,107118,178648,212799,Approved
403602,102102,52742,108271,Approved
403603,101217,299172,48142,Approved
403604,107174,40321,176603,Approved
403605,100965,164842,180505,Refused
403606,107391,175681,131674,Approved
403607,105453,283037,74609,Refused
403608,106694,224273,183980,Refused
403609,104146,10260,53089,Refused
403610,103251,283542,64348,Refused
403611,101690,215025,261884,Approved
403612,100733,231996,162704,Approved
403613,104954,157416,7082,Refused
403614,106579,33474,139220,Approved
403615,101029,141223,296812,Refused
403616,102031,182627,1995,Refused
403617,104242,62761,228858,Refused
403618,104729,63509,259030,Approved
403619,101288,199177,257268,Approved
403620,105517,282548,209601,Approved
403621,103886,184544,236609,Refused
403622,104655,175973,206504,Refused
403623,103856,6976,161798,Approved
403624,107332,40127,72052,Refused
403625,101081,22346,41948,Refused
403626,106310,294297,231149,Approved
403627,101969,196198,78365,Refused
403628,103567,17029,123398,Refused
403629,106715,234242,132827,Refused
403630,105011,221903,169636,Refused
403631,107205,117304,255542,Approved
403632,102799,286677,179779,Refused
403633,100205,185546,225673,Approved
403634,106081,52779,277042,Refused
403635,100703,68937,265743,Approved
403636,106095,153192,71971,Approved
403637,103708,111307,208269,Approved
403638,103946,109617,252529,Approved
403639,102105,80111,70056,Refused
403640,104290,130163,130845,Approved
403641,107123,268997,75421,Approved
403642,102540,181633,4699,Refused
403643,107613,19207,272848,Approved
403644,104879,126283,206552,Approved
403645,104796,226527,294595,Refused
403646,104659,240805,53026,Approved
403647,103898,39027,165261,Refused
403648,103785,194358,124021,Approved
403649,107337,293079,53380,Refused
403650,105364,38608,94142,Refused
403651,101202,222836,152309,Refused
403652,106422,189309,279366,Approved
403653,103538,10115,48236,Approved
403654,104787,133028,220380,Approved
403655,106971,179977,296512,Refused
403656,106716,22805,210024,Approved
403657,102995,253862,55623,Refused
403658,105224,177041,48556,Refused
403659,107240,21614,76338,Approved
403660,106293,33562,219710,Refused
403661,106207,234010,204618,Refused
403662,106898,7336,92461,Approved
403663,105354,215167,94511,Refused
403664,100406,269770,130163,Refused
403665,107466,66854,178108,Approved
403666,105883,91438,233019,Refused
403667,101178,131122,5927,Refused
403668,101966,71919,65055,Approved
403669,101113,5154,22123,Approved
403670,102700,159390,234541,Approved
403671,106333,99364,206709,Approved
403672,100817,109646,112303,Refused
403673,103297,141752,60243,Approved
403674,106958,162251,4176,Refused
403675,102530,71919,159546,Approved
403676,104265,178163,15016,Approved
403677,100014,268921,111979,Approved
403678,103373,223642,288264,Approved
403679,102702,27232,1005,Refused
403680,107504,31755,157903,Refused
403681,105784,125124,59218,Approved
403682,106003,289090,144315,Refused
403683,106109,188272,120905,Refused
403684,105700,202594,296694,Approved
403685,101023,125957,234056,Approved
403686,106733,63845,154445,Approved
403687,107042,284622,57145,Refused
403688,105547,103116,13871,Refused
403689,107155,13549,200810,Refused
403690,105055,40707,118910,Approved
403691,106920,234298,162925,Refused
403692,107721,258505,53930,Refused
403693,104369,208824,73875,Refused
403694,100458,72389,6055,Approved
403695,102825,185396,140467,Approved
403696,103767,158071,218746,Approved
403697,107285,271671,145386,Refused
403698,103494,184271,258350,Refused
403699,104452,168671,170734,Refused
403700,106427,146019,217097,Refused
403701,103799,29079,201998,Approved
403702,106700,53987,41533,Approved
403703,104994,68729,255901,Approved
403704,100733,98082,232240,Approved
403705,101351,228375,120248,Refused
403706,103293,246450,159434,Approved
403707,105242,164909,76921,Refused
403708,104902,208825,280344,Refused
403709,101792,163391,20433,Refused
403710,107508,114525,205461,Refused
403711,107732,69290,31676,Approved
403712,104424,265780,179796,Approved
403713,105579,227184,36792,Refused
403714,107750,188905,82145,Approved
403715,100166,57086,72246,Refused
403716,101780,1113,230631,Refused
403717,100306,11342,119745,Approved
403718,103912,141713,209031,Refused
403719,103252,14344,188925,Approved
403720,106027,135015,22578,Refused
403721,106684,168885,165958,Approved
403722,106502,168497,262220,Approved
403723,105562,248623,117311,Refused
403724,107401,51219,27023,Refused
403725,102050,3853,195888,Refused
403726,103542,251441,60395,Approved
403727,102335,159843,139696,Refused
403728,105178,102182,109561,Refused
403729,102499,263672,20848,Refused
403730,104509,115447,3115,Approved
403731,100777,82869,144899,Approved
403732,100033,140212,109601,Refused
403733,100579,169535,183186,Refused
403734,103142,87340,180875,Refused
403735,101414,203503,92004,Approved
403736,102431,173840,6018,Refused
403737,106341,41874,4594,Approved
403738,104412,120315,259515,Refused
403739,103186,244356,84388,Approved
403740,107362,238800,77639,Refused
403741,100123,31875,187256,Approved
403742,103879,37376,193658,Refused
403743,107038,143729,18098,Refused
403744,103499,77252,36209,Refused
403745,106972,274225,82265,Approved
403746,100437,288605,32609,Approved
403747,106871,280370,14114,Refused
403748,101784,45322,132733,Approved
403749,107610,219227,142728,Approved
403750,105105,68904,162503,Approved
