SK_ID_BUREAU,SK_ID_CURR,CREDIT_ACTIVE,AMT_CREDIT_SUM,DAYS_CREDIT
304033,101089,Active,182870,-490
304034,106700,Closed,41268,-1166
304035,100568,Closed,177160,-1666
304036,101550,Active,4028,-1407
304037,104527,Closed,156469,-1275
304038,107221,Active,163677,-516
304039,106955,Closed,175770,-335
304040,102626,Closed,115112,-219
304041,102082,Active,90236,-1298
304042,104110,Closed,110332,-1522
304043,103284,Active,160256,-1950
304044,107077,Closed,48308,-346
304045,107706,Closed,162673,-1241
304046,105871,Active,61778,-428
304047,106950,Closed,108635,-564
304048,102740,Active,67531,-1030
304049,105052,Active,109736,-1772
304050,106511,Active,37379,-8
304051,100211,Active,166711,-632
304052,101756,Active,155594,-789
304053,104819,Closed,157102,-795
304054,101846,Closed,135062,-950
304055,105306,Closed,21670,-646
304056,106260,Closed,38378,-1330
304057,102254,Closed,169046,-549
304058,105234,Closed,83247,-1654
304059,103946,Closed,142684,-856
304060,100121,Closed,75749,-1586
304061,103350,Closed,125265,-1046
304062,104391,Closed,48537,-434
304063,101218,Closed,100256,-1017
304064,100895,Closed,132681,-268
304065,102466,Active,94890,-969
304066,103864,Active,116511,-1054
304067,102669,Active,184188,-550
304068,107401,Active,100259,-1561
304069,104413,Closed,141023,-431
304070,100822,Active,79420,-1131
304071,100825,Active,184591,-547
304072,105375,Active,91089,-1022
304073,102237,Active,183799,-1728
304074,104899,Closed,94065,-180
304075,105507,Closed,199339,-1664
304076,102063,Closed,109923,-276
304077,107754,Closed,77139,-1109
304078,107026,Closed,26941,-954
304079,102932,Closed,38799,-1383
304080,103136,Closed,105093,-381
304081,102315,Active,128530,-822
304082,107284,Closed,109815,-41
304083,107383,Active,26017,-1494
304084,104069,Active,117827,-1373
304085,103154,Active,24464,-600
304086,104114,Active,48601,-618
304087,100330,Active,89675,-1872
304088,104540,Active,10057,-120
304089,105626,Active,115683,-1886
304090,103130,Active,187853,-749
304091,104457,Active,125963,-946
304092,100047,Closed,150583,-400
304093,107510,Active,75761,-1770
304094,100441,Active,58641,-60
304095,106074,Closed,72590,-1945
304096,101378,Active,71789,-573
304097,105042,Closed,160185,-1767
304098,100030,Active,154396,-1416
304099,102526,Active,15128,-457
304100,100012,Active,86722,-756
304101,100335,Closed,57899,-1636
304102,101630,Active,118227,-539
304103,100247,Closed,116900,-1090
304104,102808,Active,193788,-496
304105,104201,Closed,74419,-420
304106,102593,Active,153208,-22
304107,101009,Closed,67502,-1051
304108,100829,Active,110146,-317
304109,103972,Active,16015,-1310
304110,106812,Closed,179822,-1842
304111,105940,Active,43976,-1848
304112,105753,Active,196193,-341
304113,106349,Active,31946,-315
304114,100588,Closed,7978,-804
304115,102085,Closed,180119,-1031
304116,104868,Active,74223,-1401
304117,103218,Active,144441,-182
304118,104960,Active,161329,-130
304119,100493,Closed,115745,-9
304120,104481,Closed,8364,-17
304121,106138,Active,152853,-1163
304122,104049,Active,119936,-1807
304123,102491,Active,113608,-1596
304124,104601,Closed,98084,-1082
304125,100494,Closed,145571,-427
304126,102378,Active,161685,-1996
304127,105899,Active,69227,-1056
304128,103894,Active,105082,-587
304129,104842,Closed,46270,-220
304130,107815,Closed,99849,-1076
304131,106188,Active,86612,-1422
304132,100721,Active,9179,-1344
304133,100903,Closed,54299,-1106
304134,106420,Closed,189776,-462
304135,103108,Active,117450,-284
304136,105117,Closed,196417,-496
304137,100308,Active,94646,-1557
304138,103287,Active,61985,-1844
304139,105629,Active,115058,-871
304140,104242,Active,68568,-868
304141,103883,Active,71910,-1372
304142,102781,Active,150611,-28
304143,103145,Active,131199,-1210
304144,107120,Closed,19745,-1201
304145,106798,Closed,161584,-1265
304146,106413,Active,140980,-1552
304147,101186,Closed,124836,-1458
304148,104413,Active,176075,-1692
304149,103242,Active,158088,-1517
304150,107159,Closed,19586,-1645
304151,101972,Closed,42938,-836
304152,104067,Active,134854,-1187
304153,103721,Closed,152379,-918
304154,105390,Closed,152059,-173
304155,105283,Active,145434,-446
304156,107821,Active,15705,-1648
304157,101396,Active,167508,-1490
304158,107230,Closed,183821,-1342
304159,102410,Active,53418,-529
304160,106619,Active,97002,-568
304161,107545,Closed,135243,-1745
304162,104157,Active,115067,-541
304163,107763,Active,167270,-662
304164,103542,Active,178208,-604
304165,102455,Closed,105537,-586
304166,101141,Active,170026,-137
304167,103369,Active,35602,-1196
304168,101875,Closed,172135,-1642
304169,101586,Active,143971,-384
304170,107619,Active,117044,-15
304171,100014,Active,144191,-876
304172,106176,Active,73585,-299
304173,103374,Closed,172179,-1479
304174,101068,Closed,2513,-1119
304175,104333,Closed,50693,-1993
304176,103835,Active,82524,-1227
304177,104137,Closed,12705,-1722
304178,100759,Active,161489,-341
304179,102396,Active,11137,-1759
304180,103220,Closed,157388,-1929
304181,100752,Closed,110158,-1990
304182,106911,Closed,108099,-604
304183,107688,Active,98189,-1932
304184,103248,Active,188390,-97
304185,107540,Closed,118275,-683
304186,104015,Active,54741,-201
304187,103990,Closed,157480,-1415
304188,105349,Active,76932,-1098
304189,104647,Closed,137535,-1068
304190,100570,Closed,135707,-450
304191,105673,Closed,197356,-1566
304192,104369,Active,179986,-1617
304193,100711,Closed,111189,-134
304194,106922,Closed,6098,-1273
304195,100033,Active,37590,-928
304196,107082,Closed,73742,-1456
304197,106437,Active,20428,-1448
304198,101285,Closed,173183,-1665
304199,103736,Closed,122804,-1437
304200,105183,Closed,194258,-134
304201,103755,Closed,55786,-26
304202,107051,Active,31735,-1722
304203,103790,Active,109147,-1182
304204,100389,Closed,57893,-1821
304205,104249,Closed,106503,-11
304206,100493,Closed,180223,-215
304207,105492,Active,108636,-1232
304208,106537,Closed,22788,-678
304209,100835,Active,166145,-949
304210,102838,Active,135340,-553
304211,104385,Active,156686,-483
304212,105358,Closed,21451,-1767
304213,104294,Active,9777,-1301
304214,103610,Closed,54222,-1504
304215,101856,Active,81543,-1882
304216,101526,Active,142298,-418
304217,103351,Closed,39565,-41
304218,104069,Active,137194,-350
304219,106262,Active,137419,-1542
304220,105766,Closed,168881,-1522
304221,106148,Active,84000,-579
304222,103914,Closed,94436,-1596
304223,103732,Active,137073,-1663
304224,102313,Active,117210,-295
304225,102321,Closed,88807,-1555
304226,106572,Active,146717,-276
304227,102916,Active,197211,-1941
304228,105497,Active,144075,-1528
304229,103230,Closed,15523,-763
304230,103854,Closed,63801,-1724
304231,106386,Closed,77842,-1602
304232,100764,Closed,31443,-1353
304233,103480,Active,112341,-1742
304234,101807,Closed,60336,-1702
304235,103772,Active,181707,-1092
304236,103653,Active,94602,-1174
304237,100480,Active,74669,-503
304238,103256,Closed,72121,-293
304239,104771,Active,76824,-997
304240,101757,Closed,103675,-1439
304241,100114,Active,169226,-843
304242,105149,Active,94523,-1108
304243,105249,Active,50841,-239
304244,103201,Closed,164702,-233
304245,107687,Closed,73174,-1109
304246,104838,Active,9600,-1862
304247,106740,Active,192794,-1049
304248,101230,Active,144479,-124
304249,100915,Closed,172725,-80
304250,106788,Active,9882,-1231
304251,106324,Closed,132804,-842
304252,102954,Active,86070,-1567
304253,100839,Closed,111921,-203
304254,102269,Closed,9506,-1063
304255,100555,Closed,160050,-62
304256,103456,Active,39980,-1040
304257,100617,Active,108385,-1069
304258,107621,Active,5293,-263
304259,103948,Closed,14879,-348
304260,105160,Active,77120,-1915
304261,103043,Closed,189795,-1309
304262,104970,Closed,148052,-1673
304263,100198,Closed,191427,-556
304264,100570,Closed,105464,-1643
304265,106216,Closed,43000,-1509
304266,105899,Active,47542,-1659
304267,100374,Closed,93695,-574
304268,106162,Closed,115524,-1153
304269,102725,Active,73194,-1134
304270,104500,Active,132763,-1405
304271,103921,Active,184056,-742
304272,103757,Active,98382,-1479
304273,106105,Active,74447,-619
304274,104086,Active,111466,-456
304275,104388,Closed,78013,-1580
304276,104088,Closed,111778,-21
304277,105528,Closed,154644,-1615
304278,104729,Active,37574,-1309
304279,101514,Active,128796,-150
304280,105191,Closed,3679,-402
304281,104481,Active,106039,-1132
304282,107637,Closed,66038,-1487
304283,104006,Active,164825,-399
304284,104319,Closed,73498,-3
304285,105720,Closed,148585,-1146
304286,100720,Closed,9045,-647
304287,101697,Active,165500,-1490
304288,106125,Active,70594,-1575
304289,101700,Active,73517,-1255
304290,106204,Active,163091,-1360
304291,102740,Closed,137853,-92
304292,105697,Closed,562,-1315
304293,100549,Closed,82106,-977
304294,101996,Closed,48128,-1638
304295,104983,Active,131133,-1181
304296,107626,Closed,168849,-1003
304297,103323,Active,29940,-1017
304298,101145,Closed,30308,-661
304299,107395,Active,39963,-1461
304300,105418,Closed,77744,-1155
304301,105628,Active,100904,-886
304302,100015,Active,107879,-274
304303,102860,Closed,179368,-813
304304,102548,Closed,168255,-1565
304305,101290,Active,185972,-1335
304306,106550,Closed,84098,-648
304307,101052,Active,65615,-1452
304308,100303,Closed,79233,-886
304309,101914,Active,94486,-16
304310,100779,Active,188496,-1548
304311,101664,Closed,88089,-206
304312,107399,Active,81994,-284
304313,101502,Closed,43531,-627
304314,106123,Closed,36952,-1254
304315,107071,Closed,166880,-1404
304316,103692,Active,117724,-360
304317,101630,Closed,153900,-1643
304318,102634,Closed,120437,-407
304319,105527,Active,194284,-379
304320,106872,Closed,157888,-740
304321,106928,Closed,147385,-1199
304322,104160,Active,80188,-323
304323,104348,Active,153507,-1418
304324,102408,Active,177715,-1365
304325,104159,Active,46081,-706
304326,102304,Active,173640,-450
304327,101159,Closed,82903,-1550
304328,102509,Closed,22532,-903
304329,103706,Closed,192486,-1823
304330,102284,Active,39886,-904
304331,103016,Active,193516,-1959
304332,103965,Closed,138390,-1519
304333,104537,Closed,93717,-266
304334,103423,Closed,95139,-1946
304335,102553,Active,116614,-1908
304336,104744,Active,34232,-962
304337,101540,Closed,124349,-575
304338,104569,Closed,102688,-565
304339,102244,Active,33512,-1174
304340,100629,Closed,166026,-754
304341,106078,Active,88284,-619
304342,104088,Active,41768,-1908
304343,106513,Closed,54326,-777
304344,103879,Closed,143729,-1946
304345,104470,Closed,64486,-9
304346,101773,Closed,24067,-1124
304347,105376,Active,65238,-939
304348,103242,Closed,16396,-693
304349,103040,Closed,108262,-1352
304350,100111,Active,195385,-17
304351,100288,Active,174346,-473
304352,102199,Closed,39916,-1911
304353,102284,Active,80638,-1904
304354,103519,Active,109168,-1896
304355,104322,Closed,132633,-1252
304356,107704,Active,140984,-1735
304357,100677,Active,128143,-1496
304358,105645,Active,90506,-582
304359,103915,Active,99306,-448
304360,103453,Active,170974,-583
304361,105527,Closed,7810,-810
304362,105745,Closed,35049,-905
304363,106577,Closed,131101,-264
304364,103904,Closed,49592,-1827
304365,104120,Closed,92368,-1089
304366,106402,Closed,3497,-884
304367,100087,Active,37059,-423
304368,103344,Closed,41582,-453
304369,100883,Active,4399,-1076
304370,101414,Active,190693,-647
304371,102884,Active,82668,-354
304372,102774,Active,184287,-450
304373,101353,Closed,117406,-90
304374,101735,Closed,109892,-1339
304375,105225,Closed,153966,-1608
304376,105981,Active,88905,-1768
304377,103253,Active,95991,-477
304378,107828,Closed,119315,-1191
304379,102997,Active,35208,-231
304380,107730,Active,175524,-1789
304381,102932,Closed,39864,-1011
304382,104571,Closed,197708,-205
304383,104358,Closed,46708,-717
304384,107554,Active,62254,-1942
304385,101916,Active,196676,-230
304386,103396,Active,54179,-1333
304387,106016,Active,60016,-1060
304388,105438,Closed,139520,-1820
304389,106827,Closed,20899,-1864
304390,101465,Active,136429,-1179
304391,107067,Closed,162573,-1031
304392,106469,Closed,94057,-937
304393,106457,Active,77879,-1069
304394,102708,Active,133645,-1356
304395,103092,Active,54311,-458
304396,101397,Closed,130837,-844
304397,107721,Active,153176,-711
304398,107828,Active,13834,-1807
304399,105730,Active,144898,-1924
304400,106996,Active,139815,-1667
304401,106743,Closed,132668,-615
304402,104402,Active,1550,-748
304403,101185,Active,12541,-524
304404,107396,Active,134892,-1651
304405,104060,Active,119322,-1483
304406,106553,Active,72874,-72
304407,100627,Closed,33288,-1829
304408,103324,Closed,106641,-347
304409,105306,Closed,14258,-995
304410,102533,Active,85838,-115
304411,106809,Active,72226,-1603
304412,101402,Closed,82191,-924
304413,104253,Closed,156497,-1307
304414,103806,Closed,167215,-1232
304415,100285,Closed,119301,-1959
304416,103571,Active,134126,-601
304417,102509,Closed,197918,-299
304418,101827,Active,141525,-126
304419,102682,Active,135838,-1447
304420,101473,Active,4612,-1424
304421,104411,Closed,71971,-1687
304422,106351,Closed,41401,-1003
304423,104855,Closed,94334,-247
304424,102931,Active,172966,-1039
304425,102690,Active,54580,-735
304426,104456,Active,188601,-1649
304427,101512,Closed,119738,-1710
304428,101093,Closed,169291,-211
304429,101595,Active,61398,-181
304430,104296,Closed,17575,-103
304431,104843,Closed,177606,-901
304432,106437,Active,84106,-925
304433,101467,Closed,72215,-1122
304434,104167,Closed,18427,-435
304435,101605,Active,144017,-921
304436,103533,Closed,130817,-1745
304437,103570,Closed,163972,-1772
304438,101455,Active,41416,-536
304439,104133,Closed,50419,-1510
304440,105406,Closed,101506,-719
304441,106615,Closed,77151,-486
304442,103537,Active,18345,-187
304443,100207,Active,39578,-1412
304444,106975,Active,4157,-263
304445,104468,Closed,189717,-161
304446,100484,Closed,187425,-1353
304447,100558,Closed,55170,-1080
304448,106963,Active,150921,-1725
304449,105215,Closed,182889,-1732
304450,103847,Closed,114612,-1607
304451,101056,Closed,154582,-1168
304452,104610,Active,160544,-720
304453,105359,Closed,47800,-586
304454,105348,Active,146608,-1450
304455,102148,Active,178683,-1269
304456,104945,Active,192456,-1826
304457,100524,Closed,24363,-1070
304458,106694,Closed,162938,-1260
304459,104209,Active,52924,-66
304460,106455,Closed,154170,-541
304461,105108,Active,21676,-115
304462,103224,Active,193598,-1275
304463,104823,Closed,176509,-1698
304464,105047,Active,187890,-244
304465,107415,Closed,18313,-1849
304466,102485,Active,31880,-1030
304467,100801,Closed,168836,-518
304468,105694,Active,170221,-1835
304469,106425,Active,175029,-849
304470,107513,Active,113811,-1585
304471,101232,Active,6199,-626
304472,102434,Closed,125545,-1438
304473,103231,Active,132070,-1830
304474,106392,Active,71207,-1292
304475,100722,Closed,42033,-1425
304476,105796,Closed,140640,-773
304477,106124,Closed,196278,-1531
304478,105221,Closed,133015,-508
304479,103041,Active,153081,-1678
304480,107124,Closed,138895,-1719
304481,102733,Active,128850,-1732
304482,105632,Active,115291,-985
304483,106302,Active,66549,-329
304484,106608,Closed,13453,-1647
304485,101753,Active,10923,-1628
304486,105704,Active,57310,-399
304487,101893,Active,179999,-139
304488,100657,Closed,133797,-1558
304489,107277,Active,3454,-1286
304490,102053,Closed,150633,-1103
304491,101853,Closed,11897,-1035
304492,101307,Active,52214,-256
304493,106303,Closed,172176,-304
304494,101001,Active,3157,-1580
304495,107648,Closed,132255,-1180
304496,104086,Active,20829,-1508
304497,100813,Closed,193633,-505
304498,106356,Closed,62400,-530
304499,107106,Active,119900,-348
304500,102978,Closed,173246,-1187
304501,102448,Closed,151977,-297
304502,100321,Active,141765,-1422
304503,102625,Active,72217,-1910
304504,107854,Active,128177,-606
304505,106929,Active,58296,-834
304506,100774,Closed,49675,-1967
304507,104019,Closed,190551,-711
304508,102507,Closed,52881,-1418
304509,107622,Active,131429,-1370
304510,102956,Active,166099,-1923
304511,106019,Active,92257,-719
304512,102988,Active,187444,-1430
304513,106535,Active,50282,-1497
304514,106149,Active,5710,-1690
304515,102308,Closed,64075,-1991
304516,102060,Active,120294,-641
304517,102920,Active,141467,-820
304518,106550,Active,115823,-894
304519,106821,Closed,101569,-275
304520,106683,Active,80544,-990
304521,107811,Closed,64901,-1696
304522,107839,Active,161800,-413
304523,107127,Closed,15060,-383
304524,106609,Active,176738,-1108
304525,106783,Active,109394,-1283
304526,104285,Closed,152901,-1576
304527,102252,Closed,48495,-1542
304528,105611,Active,33669,-1106
304529,102602,Closed,31544,-974
304530,105271,Active,116074,-153
304531,101832,Closed,142532,-97
304532,103528,Active,3480,-1426
304533,106565,Closed,103601,-782
304534,104452,Closed,177254,-1474
304535,107246,Closed,115020,-485
304536,104347,Active,1424,-1524
304537,105010,Closed,48949,-492
304538,100164,Active,22312,-296
304539,102204,Active,173806,-967
304540,100755,Closed,68987,-543
304541,103047,Active,159702,-1096
304542,101536,Active,101578,-1303
304543,103095,Closed,185415,-1692
304544,103490,Active,102967,-1831
304545,107027,Closed,182329,-1232
304546,107643,Closed,20235,-1716
304547,102119,Active,116564,-170
304548,107880,Active,138779,-829
304549,105866,Closed,63595,-252
304550,103175,Closed,157026,-1716
304551,103891,Active,92304,-159
304552,105612,Closed,50672,-1218
304553,107194,Active,810,-130
304554,102499,Active,20751,-185
304555,103807,Closed,21729,-1889
304556,106565,Active,171736,-1787
304557,107057,Active,157073,-610
304558,104493,Active,71457,-1087
304559,107260,Active,59910,-17
304560,106378,Closed,954,-924
304561,104424,Closed,165754,-1907
304562,101184,Closed,34380,-1211
304563,100042,Closed,55828,-5
304564,107174,Active,52462,-912
304565,107249,Closed,192877,-380
304566,107367,Active,21349,-466
304567,103316,Active,99037,-958
304568,104632,Active,142409,-127
304569,101321,Active,175583,-1957
304570,104083,Closed,48430,-1223
304571,105922,Active,23376,-373
304572,101799,Closed,6378,-1890
304573,100655,Active,188853,-1657
304574,100451,Active,21933,-1071
304575,101893,Closed,73111,-630
304576,104694,Closed,143349,-967
304577,103910,Active,104577,-3
304578,101462,Closed,159880,-1644
304579,107653,Closed,117312,-706
304580,104007,Active,75432,-1130
304581,106007,Closed,167832,-1619
304582,105404,Closed,88763,-228
304583,104743,Active,182004,-1779
304584,100412,Active,132093,-1433
304585,103108,Active,85695,-107
304586,107697,Active,182416,-748
304587,103356,Active,62134,-94
304588,103248,Active,95243,-1665
304589,105524,Closed,43763,-1802
304590,105375,Closed,158969,-3
304591,100815,Active,70610,-1966
304592,101283,Active,34877,-670
304593,106416,Closed,120882,-1119
304594,103002,Active,156420,-404
304595,100334,Closed,61626,-1278
304596,104860,Closed,68267,-855
304597,105474,Closed,146745,-1146
304598,103294,Closed,155840,-1936
304599,103337,Closed,114740,-1418
304600,105067,Closed,30837,-1597
304601,102093,Closed,48975,-212
304602,103620,Active,69240,-2
304603,102390,Active,87585,-535
304604,105389,Closed,180040,-1563
304605,102024,Closed,125097,-1792
304606,102916,Closed,71661,-1098
304607,101493,Closed,101789,-901
304608,106097,Active,69022,-1916
304609,101108,Closed,83628,-202
304610,101511,Active,35522,-792
304611,101870,Closed,133251,-1723
304612,107063,Closed,73495,-1168
304613,100768,Active,182151,-832
304614,103041,Active,190991,-1407
304615,104783,Closed,198848,-1993
304616,102140,Closed,40075,-1823
304617,102296,Closed,93942,-566
304618,101152,Closed,62836,-1446
304619,103039,Closed,132696,-1759
304620,106381,Active,147357,-773
304621,105842,Closed,64388,-840
304622,105502,Closed,164280,-1784
304623,105678,Closed,175309,-922
304624,102378,Closed,125072,-213
304625,105602,Active,193605,-261
304626,107532,Closed,68667,-1839
304627,106170,Active,143963,-1986
304628,107609,Closed,172086,-1987
304629,104051,Active,10007,-893
304630,105895,Closed,56913,-203
304631,105189,Active,57213,-1279
304632,100966,Active,190157,-1350
304633,105984,Closed,153091,-1469
304634,105495,Active,54256,-48
304635,103933,Active,8131,-979
304636,101553,Active,156706,-516
304637,101388,Closed,7508,-252
304638,104706,Active,163090,-873
304639,106400,Closed,195039,-1011
304640,106357,Active,151633,-1358
304641,107656,Closed,98832,-1420
304642,104367,Active,74667,-1143
304643,105604,Active,178131,-139
304644,106028,Closed,43814,-1057
304645,103871,Closed,67994,-394
304646,101090,Closed,147439,-1060
304647,100550,Closed,150035,-330
304648,101481,Closed,196425,-188
304649,103103,Active,127629,-851
304650,107724,Active,70939,-1898
304651,104976,Active,100405,-714
304652,103785,Closed,143310,-116
304653,101518,Closed,138882,-1173
304654,104057,Closed,116941,-1300
304655,101350,Closed,95804,-1079
304656,101724,Closed,193739,-1684
304657,102888,Closed,53320,-1017
304658,101610,Closed,19343,-262
304659,107686,Closed,42834,-1857
304660,101944,Closed,38959,-1088
304661,101324,Active,97588,-1495
304662,103463,Closed,6998,-479
304663,107524,Closed,197552,-993
304664,101825,Closed,103022,-1261
304665,106507,Closed,84077,-890
304666,104877,Closed,39409,-1830
304667,102569,Active,198467,-509
304668,102513,Closed,86652,-721
304669,101761,Closed,117056,-833
304670,106720,Active,82842,-757
304671,100084,Closed,68076,-1933
304672,102922,Closed,48808,-1075
304673,104558,Closed,95420,-536
304674,105911,Active,42775,-1825
304675,106885,Closed,51498,-1865
304676,102110,Closed,175808,-1833
304677,103559,Active,173348,-378
304678,104358,Closed,189657,-1576
304679,101054,Closed,101298,-1849
304680,101421,Closed,177468,-848
304681,104233,Active,104149,-1978
304682,105294,Closed,22755,-281
304683,100076,Closed,137633,-1698
304684,102423,Closed,95451,-311
304685,105514,Active,119215,-1784
304686,101779,Active,178401,-1657
304687,103564,Active,89510,-992
304688,102171,Closed,145281,-1312
304689,107709,Active,64736,-389
304690,102152,Closed,150473,-626
304691,103881,Active,2488,-587
304692,105767,Closed,42394,-1606
304693,101971,Closed,194083,-587
304694,106262,Closed,136763,-984
304695,106649,Active,43374,-741
304696,102891,Active,39348,-1313
304697,103663,Active,26011,-315
304698,102635,Active,134219,-675
304699,104889,Active,8553,-66
304700,106655,Active,69596,-1221
304701,102423,Active,188926,-786
304702,107347,Active,117325,-214
304703,107258,Active,66553,-959
304704,101960,Closed,126974,-1847
304705,105141,Active,131555,-1786
304706,102678,Active,129453,-1428
304707,100902,Active,109200,-696
304708,103256,Active,129617,-1304
304709,103884,Closed,188337,-332
304710,100332,Active,892,-737
304711,103671,Active,147065,-1931
304712,103118,Closed,18842,-1011
304713,106489,Active,41566,-911
304714,105982,Active,162751,-590
304715,105492,Closed,16349,-638
304716,105141,Active,163151,-1123
304717,100358,Closed,15467,-612
304718,107647,Active,37723,-750
304719,107612,Closed,180336,-331
304720,105976,Active,35101,-202
304721,101827,Closed,127198,-962
304722,105200,Closed,60387,-1351
304723,103702,Active,43656,-145
304724,104690,Active,167125,-1715
304725,106424,Closed,187068,-696
304726,101176,Closed,113443,-1780
304727,104547,Active,122568,-1501
304728,107156,Active,157452,-963
304729,105193,Active,68765,-246
304730,107334,Active,196084,-1413
304731,106954,Active,53030,-481
304732,100417,Closed,71940,-1731
304733,103118,Active,78917,-1340
304734,101059,Closed,185887,-1974
304735,105999,Closed,114595,-1673
304736,100637,Closed,141763,-452
304737,107214,Closed,49130,-366
304738,107766,Active,140955,-627
304739,101877,Closed,1570,-1740
304740,104498,Closed,163790,-1414
304741,102052,Active,134148,-161
304742,102341,Active,117137,-1678
304743,101285,Active,124265,-1675
304744,104983,Active,110249,-1096
304745,106247,Active,40378,-1472
304746,104455,Active,183282,-1528
304747,100893,Active,85847,-1618
304748,107863,Active,116863,-264
304749,106102,Closed,194329,-1000
304750,106206,Closed,112663,-868
304751,100845,Active,103189,-1634
304752,104369,Active,120735,-659
304753,100574,Closed,77316,-232
304754,103638,Closed,177516,-1858
304755,100829,Active,147438,-892
304756,107144,Closed,146205,-314
304757,107579,Active,124465,-1952
304758,105757,Closed,79751,-696
304759,107799,Active,127420,-1391
304760,105351,Closed,74595,-517
304761,103701,Closed,162733,-1675
304762,105109,Active,183095,-586
304763,104782,Active,98984,-1686
304764,101618,Closed,126826,-241
304765,103401,Closed,137403,-1703
304766,104238,Closed,31787,-1198
304767,101636,Closed,139044,-1876
304768,102189,Closed,10888,-1067
304769,103044,Closed,192747,-1112
304770,101568,Closed,51092,-1373
304771,102944,Active,177786,-362
304772,106745,Closed,75914,-1282
304773,100456,Closed,39161,-1438
304774,104092,Active,27837,-169
304775,102718,Closed,59023,-964
304776,107017,Active,125884,-1910
304777,105398,Active,41367,-270
304778,102194,Active,98026,-1014
304779,107348,Closed,81345,-473
304780,107217,Closed,33420,-512
304781,107455,Closed,154595,-1175
304782,102423,Active,58634,-1163
304783,103256,Active,172863,-434
304784,101838,Closed,98777,-474
304785,100004,Closed,53708,-548
304786,107675,Active,167740,-1008
304787,100550,Active,199690,-1096
304788,100135,Active,15878,-9
304789,102218,Closed,72553,-1056
304790,102717,Closed,178867,-1653
304791,102644,Closed,160177,-1091
304792,103183,Active,16190,-246
304793,103348,Closed,42620,-478
304794,101227,Closed,11946,-874
304795,106576,Closed,173812,-1573
304796,103048,Closed,161875,-844
304797,104506,Closed,123394,-727
304798,101926,Closed,193511,-279
304799,106993,Closed,66323,-962
304800,105099,Active,175982,-138
304801,103686,Closed,78255,-1176
304802,104523,Active,102762,-131
304803,100376,Active,144010,-1689
304804,104886,Active,172970,-288
304805,100960,Closed,1314,-136
304806,104738,Closed,130257,-170
304807,104464,Active,59151,-1207
304808,107730,Closed,150264,-1571
304809,100147,Active,148098,-1518
304810,103079,Active,88842,-446
304811,100808,Closed,195686,-948
304812,106691,Closed,123018,-548
304813,101737,Closed,37727,-338
304814,105615,Closed,44521,-912
304815,104586,Closed,101639,-546
304816,103920,Closed,185814,-1305
304817,102832,Active,160829,-309
304818,107873,Closed,49033,-879
304819,100655,Active,96618,-722
304820,102679,Active,175400,-1579
304821,102071,Active,177210,-1877
304822,104670,Closed,132161,-845
304823,102472,Closed,121789,-1193
304824,103800,Closed,92228,-1818
304825,102088,Closed,122811,-383
304826,106903,Closed,111161,-823
304827,107598,Closed,38393,-453
304828,100705,Active,34616,-1832
304829,101437,Closed,75949,-259
304830,102500,Active,12936,-1771
304831,105463,Active,76397,-1163
304832,102169,Active,41412,-1648
304833,105267,Closed,28811,-1567
304834,104830,Closed,37717,-1720
304835,101805,Closed,98363,-378
304836,107376,Active,129816,-1480
304837,107671,Active,84534,-911
304838,105638,Closed,55593,-558
304839,100997,Closed,171037,-1026
304840,106510,Closed,55336,-938
304841,103708,Closed,9437,-1880
304842,104047,Active,96373,-1676
304843,102974,Active,125197,-457
304844,107204,Active,40572,-547
304845,103260,Closed,18943,-1114
304846,103409,Active,1200,-1642
304847,104379,Active,21869,-1052
304848,105666,Closed,59422,-207
304849,105908,Closed,51660,-1737
304850,106381,Active,154411,-375
304851,100897,Closed,178203,-434
304852,100041,Closed,121013,-658
304853,104365,Closed,94002,-300
304854,105345,Closed,40275,-1370
304855,101060,Closed,52886,-932
304856,100550,Closed,197042,-147
304857,107451,Closed,60719,-1275
304858,102132,Closed,18871,-395
304859,101341,Closed,6670,-1755
304860,104636,Closed,184216,-484
304861,107085,Closed,185696,-980
304862,101354,Closed,12232,-992
304863,105619,Active,7974,-68
304864,106792,Closed,131753,-338
304865,104686,Closed,25023,-995
304866,105897,Closed,183096,-1907
304867,100451,Closed,127947,-1964
304868,106886,Active,43024,-1653
304869,105185,Closed,143992,-1347
304870,100961,Active,111024,-1944
304871,106849,Active,162320,-1681
304872,102208,Closed,145942,-1075
304873,102150,Closed,75592,-1037
304874,106373,Active,149932,-755
304875,101196,Active,193675,-1787
304876,105235,Active,109558,-215
304877,107404,Active,34297,-643
304878,103304,Closed,22270,-1655
304879,107450,Active,20917,-1718
304880,106863,Closed,167391,-207
304881,106067,Active,86430,-738
304882,104484,Closed,189899,-1418
304883,100319,Closed,40032,-1822
304884,101535,Active,159059,-604
304885,102388,Closed,89148,-339
304886,102097,Closed,4921,-1477
304887,101952,Active,182119,-659
304888,107341,Active,68252,-1993
304889,102358,Active,139418,-1213
304890,104533,Closed,107208,-1674
304891,101000,Active,93661,-464
304892,107473,Active,171033,-1621
304893,103479,Closed,107024,-317
304894,104849,Active,107516,-961
304895,103610,Active,184037,-1814
304896,105814,Active,26057,-1808
304897,106263,Closed,111513,-126
304898,104843,Active,64806,-532
304899,105675,Active,53831,-308
304900,101480,Active,59313,-856
304901,103584,Active,66106,-980
304902,104413,Active,196291,-285
